#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1520530732650066378,0.0051860698,0.0136145838,-0.0009188303,0.9998155551,-0.0057269700,-0.0166620506,-0.0076441958
1520530732700067378,0.0052981614,0.0151464995,-0.0000952557,0.9998196599,-0.0059861273,-0.0160608677,-0.0081769467
1520530732750069378,0.0059452341,0.0165933091,0.0010433050,0.9998417699,-0.0067118976,-0.0148529852,-0.0071256218
1520530732800092992,0.0069956612,0.0177867487,0.0022179545,0.9998917858,-0.0071428248,-0.0116661178,-0.0054127968
1520530732850093992,0.0081155160,0.0188066512,0.0029862737,0.9999284418,-0.0065802371,-0.0085474883,-0.0051722590
1520530732900095992,0.0093624294,0.0196567606,0.0033763219,0.9999487006,-0.0052877090,-0.0076603998,-0.0039943292
1520530732950096992,0.0106685748,0.0200201571,0.0030686851,0.9999518198,-0.0033610491,-0.0083604206,-0.0038941879
1520530733000098992,0.0119937025,0.0201850254,0.0025715118,0.9999569661,-0.0028920875,-0.0083492812,-0.0028268733
1520530733050099992,0.0134945903,0.0205402020,0.0024800438,0.9999572145,-0.0049081801,-0.0077523339,-0.0011748423
1520530733100101992,0.0153873973,0.0209894460,0.0026996662,0.9999507319,-0.0068192652,-0.0072129078,-0.0000729149
1520530733150103992,0.0173114333,0.0217275396,0.0029056736,0.9999339846,-0.0087870999,-0.0073844434,0.0005323540
1520530733200103799,0.0190914646,0.0222497806,0.0030068448,0.9999048462,-0.0115849857,-0.0074360862,0.0008895852
1520530733250105799,0.0207923055,0.0225011110,0.0031621892,0.9998662412,-0.0146421781,-0.0072859079,0.0001481464
1520530733300106799,0.0225183144,0.0229208991,0.0029038335,0.9998294315,-0.0166621156,-0.0078373898,-0.0014342848
1520530733350112799,0.0241699275,0.0237735678,0.0023753485,0.9998088729,-0.0170123888,-0.0091158791,-0.0031140164
1520530733400109799,0.0257342104,0.0245913006,0.0013379368,0.9998308476,-0.0148402538,-0.0100720398,-0.0040739484
1520530733450195799,0.0274975076,0.0250889715,-0.0000899157,0.9999025100,-0.0098479951,-0.0095090766,-0.0027504371
1520530733500112799,0.0295161437,0.0254568774,-0.0019004530,0.9999630107,-0.0020124006,-0.0083585239,-0.0002502878
1520530733550114799,0.0312481094,0.0255801864,-0.0037765712,0.9999533019,0.0068952211,-0.0063296056,0.0024054352
1520530733600102536,0.0330163576,0.0252795387,-0.0047407877,0.9999216447,0.0114400644,-0.0026406212,0.0043424143
1520530733650104536,0.0340810493,0.0251344293,-0.0048093083,0.9999370580,0.0100575670,-0.0031236597,0.0038688646
1520530733700105536,0.0346304141,0.0251375381,-0.0036456399,0.9999845835,0.0020328077,-0.0043584037,0.0027757631
1520530733750107536,0.0347484499,0.0255651511,-0.0015652083,0.9999682881,-0.0065199504,-0.0045679146,0.0002171832
1520530733800109536,0.0349614732,0.0258356091,0.0001817236,0.9999158983,-0.0111029623,-0.0066204523,0.0010440948
1520530733850110536,0.0353187919,0.0261424594,0.0010147785,0.9999343820,-0.0094554708,-0.0062277584,0.0017438116
1520530733900112536,0.0357955582,0.0266033579,0.0010810416,0.9999770552,-0.0051092894,-0.0042266033,0.0013856596
1520530733950113536,0.0359900706,0.0272695255,0.0011064967,0.9999920847,-0.0021729644,-0.0033288638,0.0001656393
1520530734000144799,0.0361976363,0.0280488767,0.0012754031,0.9999845721,-0.0015876129,-0.0053230391,0.0000146138
1520530734050145799,0.0365374796,0.0284791626,0.0016241849,0.9999629926,-0.0016726041,-0.0076436829,0.0035762925
1520530734100147799,0.0370833836,0.0289627090,0.0021710433,0.9999430663,-0.0007540592,-0.0081679047,0.0068250200
1520530734150148799,0.0377342440,0.0297794640,0.0025975914,0.9999254754,-0.0007837842,-0.0087073308,0.0085212516
1520530734200150799,0.0380770676,0.0304546077,0.0028022171,0.9999283106,-0.0019789903,-0.0079841852,0.0087011481
1520530734250152799,0.0385836810,0.0308994818,0.0028954728,0.9999262643,-0.0013686124,-0.0069330796,0.0098754916
1520530734300153799,0.0392119139,0.0312278420,0.0025464124,0.9999289273,0.0009288587,-0.0054009515,0.0105880695
1520530734350155799,0.0401612595,0.0316566601,0.0021276022,0.9999129092,0.0030393044,-0.0056530525,0.0115316817
1520530734400153167,0.0409466513,0.0321849659,0.0020592771,0.9998932525,0.0020973664,-0.0066891499,0.0128195156
1520530734450154167,0.0417810604,0.0326076783,0.0026308591,0.9998753462,-0.0006124466,-0.0067022316,0.0142827543
1520530734500156167,0.0427297205,0.0331729539,0.0031643233,0.9998631070,-0.0010510825,-0.0066499344,0.0151142612
1520530734550158167,0.0436163135,0.0334663168,0.0030008673,0.9998416305,0.0009653625,-0.0058152388,0.0167918139
1520530734600159167,0.0443779267,0.0336527899,0.0024885221,0.9997874145,0.0024852291,-0.0060395866,0.0195569128
1520530734650161167,0.0450917967,0.0339166559,0.0020076907,0.9997173801,0.0021422917,-0.0076793746,0.0223963793
1520530734700162167,0.0454596877,0.0341903865,0.0017878726,0.9996952233,0.0013775360,-0.0075782829,0.0234549055
1520530734750163167,0.0456948057,0.0344514064,0.0013061827,0.9997179674,0.0009980733,-0.0063992736,0.0228481693
1520530734800165167,0.0458707288,0.0349304490,0.0010852491,0.9997532516,0.0022721741,-0.0037114926,0.0217829728
1520530734850171518,0.0461679287,0.0352933183,0.0006646970,0.9997484434,0.0055076608,-0.0019644011,0.0216530997
1520530734900172518,0.0466254614,0.0353385694,0.0000105656,0.9997241185,0.0096728575,-0.0014002185,0.0213579529
1520530734950177518,0.0470625460,0.0353036001,-0.0005340383,0.9997049218,0.0127632986,-0.0018641346,0.0205837909
1520530735000175518,0.0474947952,0.0348355696,-0.0008549562,0.9996886749,0.0139988344,-0.0035315130,0.0203497973
1520530735050265518,0.0480603129,0.0343104638,-0.0007650407,0.9996940537,0.0132072503,-0.0057248492,0.0201145151
1520530735100178518,0.0483461767,0.0338717513,-0.0004604392,0.9997196434,0.0105344994,-0.0074479545,0.0198541407
1520530735150180518,0.0483642556,0.0335112140,0.0000408854,0.9997376793,0.0067243484,-0.0081526967,0.0203196767
1520530735200181518,0.0480841286,0.0331456997,0.0008605427,0.9997491389,0.0010841449,-0.0075186665,0.0210702056
1520530735250203097,0.0476971492,0.0329903588,0.0019507329,0.9997218236,-0.0051230413,-0.0071512219,0.0218835534
1520530735300204097,0.0471470207,0.0329204313,0.0030517641,0.9997027374,-0.0093287247,-0.0061445827,0.0216715463
1520530735350206097,0.0466807820,0.0329267979,0.0037685770,0.9997307635,-0.0088726882,-0.0059902944,0.0205862137
1520530735400208097,0.0462274589,0.0327775776,0.0036815174,0.9997801647,-0.0053194492,-0.0068147140,0.0191019722
1520530735450209097,0.0455141813,0.0324488468,0.0034261979,0.9998177591,-0.0033297796,-0.0069541491,0.0174642796
1520530735500211097,0.0446870290,0.0322451293,0.0035635780,0.9998095112,-0.0054670442,-0.0079325634,0.0169743077
1520530735550212097,0.0437772349,0.0322405510,0.0043593687,0.9997716452,-0.0100410906,-0.0083327395,0.0169233399
1520530735600214097,0.0429031067,0.0323677734,0.0053841551,0.9997242571,-0.0143046890,-0.0072473981,0.0171540359
1520530735650176290,0.0424857400,0.0326604620,0.0061052786,0.9997049767,-0.0158796770,-0.0053026218,0.0175976597
1520530735700178290,0.0432114825,0.0328558609,0.0065626800,0.9997265082,-0.0148921959,-0.0021030607,0.0179083361
1520530735750179290,0.0455199704,0.0328850038,0.0065558893,0.9997657155,-0.0110617835,-0.0006179118,0.0185948734
1520530735800181290,0.0493148565,0.0324919336,0.0061452598,0.9998104338,-0.0040856140,-0.0015108893,0.0189768656
1520530735850183290,0.0547647141,0.0318292379,0.0055515678,0.9997569401,0.0031745274,-0.0068020440,0.0207295742
1520530735900184290,0.0617683567,0.0311899222,0.0056632864,0.9995953934,0.0070029347,-0.0136232477,0.0239669660
1520530735950186290,0.0699592233,0.0303864311,0.0069581093,0.9994791978,0.0058475059,-0.0168016389,0.0269229400
1520530736000188290,0.0793975741,0.0298954826,0.0093889311,0.9993529328,0.0019612949,-0.0188547958,0.0305673965
1520530736050192045,0.0901990682,0.0293969177,0.0115866093,0.9991586688,-0.0011160521,-0.0210044456,0.0352068502
1520530736100193045,0.1023476869,0.0286148265,0.0128855854,0.9989591167,-0.0002265129,-0.0221954364,0.0398496474
1520530736150194045,0.1153772920,0.0276011173,0.0124879051,0.9987461684,0.0051196349,-0.0231826867,0.0440731613
1520530736200196045,0.1292312890,0.0262792986,0.0108215129,0.9985809318,0.0128013391,-0.0215267228,0.0469983899
1520530736250198045,0.1444284320,0.0248240735,0.0092460494,0.9983641471,0.0192190054,-0.0193487834,0.0502522064
1520530736300199045,0.1611194164,0.0231711902,0.0082806814,0.9981848670,0.0219949323,-0.0166821471,0.0535247633
1520530736350200045,0.1794238985,0.0214339923,0.0086136190,0.9980238122,0.0200722312,-0.0141985166,0.0578271377
1520530736400202045,0.1991177499,0.0195614602,0.0102130603,0.9979306973,0.0137336653,-0.0112534341,0.0617986242
1520530736450247764,0.2202323824,0.0178942047,0.0127995536,0.9977769957,0.0048472581,-0.0091977404,0.0658253175
1520530736500248764,0.2426080257,0.0171689745,0.0166924484,0.9974507286,-0.0017538681,-0.0081103353,0.0708744689
1520530736550254764,0.2660646141,0.0179815441,0.0206555799,0.9970373252,-0.0019188587,-0.0081604340,0.0764610851
1520530736600251764,0.2902773321,0.0196053106,0.0229613669,0.9965281842,0.0022145924,-0.0096362315,0.0826669017
1520530736650343764,0.3147686720,0.0216935501,0.0237668008,0.9960009717,0.0061665236,-0.0115486389,0.0883779794
1520530736700254764,0.3390829563,0.0239434615,0.0240501761,0.9955426959,0.0070273671,-0.0134338307,0.0930853850
1520530736750256764,0.3627367914,0.0268033929,0.0248572417,0.9949967653,0.0061734342,-0.0163016045,0.0983747090
1520530736800257764,0.3855326176,0.0303935502,0.0261983145,0.9944473826,0.0041237870,-0.0196854436,0.1032951160
1520530736850259764,0.4070774019,0.0341686234,0.0269909054,0.9937690276,0.0019982946,-0.0227149254,0.1091015985
1520530736900250167,0.4270284176,0.0383306630,0.0270679165,0.9931665739,-0.0006479945,-0.0245003296,0.1141028941
1520530736950252167,0.4454693794,0.0423869155,0.0279017109,0.9923204574,-0.0014324764,-0.0277278399,0.1205372338
1520530737000254167,0.4631996751,0.0459854491,0.0287228227,0.9912413802,0.0018808953,-0.0320983356,0.1280885838
1520530737050255167,0.4797799885,0.0481518134,0.0299394988,0.9904755134,0.0083414552,-0.0307631970,0.1339488825
1520530737100257167,0.4955491126,0.0488999411,0.0337755606,0.9895429010,0.0161450803,-0.0269237663,0.1407810151
1520530737150258167,0.5101260543,0.0485622808,0.0422528647,0.9886389461,0.0201435284,-0.0233772739,0.1471080406
1520530737200260167,0.5234050155,0.0474212132,0.0565383434,0.9881945086,0.0183492672,-0.0232017372,0.1503216450
1520530737250261167,0.5335323215,0.0454053879,0.0759002939,0.9878972540,0.0163188983,-0.0273908706,0.1517973954
1520530737300258817,0.5403093696,0.0436378159,0.0989277288,0.9875912546,0.0133552393,-0.0327767222,0.1530060061
1520530737350260817,0.5434503555,0.0422899500,0.1231236234,0.9872549870,0.0058364394,-0.0379052017,0.1544562147
1520530737400261817,0.5429356098,0.0403203405,0.1453920156,0.9868626313,-0.0030758666,-0.0456796340,0.1549388816
1520530737450263817,0.5390220284,0.0380966291,0.1619678736,0.9865553577,-0.0130004812,-0.0525597946,0.1541978655
1520530737500264817,0.5310629606,0.0359221213,0.1691870987,0.9863004689,-0.0226332564,-0.0549859554,0.1538689882
1520530737550266817,0.5190466642,0.0354966074,0.1662650108,0.9861485569,-0.0276373428,-0.0544275694,0.1542233466
1520530737600268817,0.5031157732,0.0362144224,0.1536807567,0.9861969944,-0.0242078178,-0.0524609206,0.1551686878
1520530737650269817,0.4834300280,0.0387516841,0.1320943236,0.9862172320,-0.0122220112,-0.0532638639,0.1561702743
1520530737700183185,0.4596144557,0.0425415747,0.1045410857,0.9860884618,0.0052626296,-0.0542579893,0.1570284080
1520530737750184185,0.4316931963,0.0478268452,0.0740938187,0.9860788453,0.0204100457,-0.0565127499,0.1550427357
1520530737800186185,0.3995868862,0.0543997772,0.0438524894,0.9863230419,0.0285687218,-0.0601704893,0.1507653718
1520530737850187185,0.3629895747,0.0616766512,0.0164354872,0.9872093485,0.0304299472,-0.0629790405,0.1432667478
1520530737900189185,0.3224726617,0.0699373409,-0.0082890205,0.9883747464,0.0292794232,-0.0632667899,0.1351125060
1520530737950191185,0.2784525454,0.0800607055,-0.0312500149,0.9893765481,0.0322661009,-0.0608353282,0.1280312763
1520530738000192185,0.2320948243,0.0926324502,-0.0532016195,0.9892928024,0.0455152691,-0.0587710181,0.1255948993
1520530738050194185,0.1837468892,0.1056513935,-0.0743473768,0.9895945531,0.0633064492,-0.0517896624,0.1183754399
1520530738100307676,0.1335020363,0.1172183827,-0.0920512155,0.9902886887,0.0793662407,-0.0446778254,0.1050390627
1520530738150314676,0.0821295232,0.1267330199,-0.1024295613,0.9911918866,0.0899587091,-0.0387578145,0.0891285952
1520530738200310676,0.0316086933,0.1339540780,-0.1041997820,0.9919819993,0.0946341041,-0.0348909333,0.0761493411
1520530738250403676,-0.0171275362,0.1386159211,-0.0976959094,0.9928144969,0.0937616858,-0.0347579330,0.0657267616
1520530738300313676,-0.0634479895,0.1402779371,-0.0845755264,0.9937279569,0.0896169223,-0.0345013729,0.0572993033
1520530738350315676,-0.1073673740,0.1391045898,-0.0650414079,0.9947062459,0.0840770952,-0.0337639479,0.0484821858
1520530738400316676,-0.1496497989,0.1350921690,-0.0407476537,0.9959685620,0.0744650201,-0.0336514780,0.0370021940
1520530738450318676,-0.1916194409,0.1288084537,-0.0122874286,0.9972268419,0.0619326760,-0.0320421124,0.0260052385
1520530738500566992,-0.2321963459,0.1209339425,0.0201481786,0.9982039341,0.0470477008,-0.0313729421,0.0197777208
1520530738550567992,-0.2720430195,0.1120470613,0.0539664254,0.9990121719,0.0325710215,-0.0275583248,0.0124236746
1520530738600569992,-0.3127740920,0.1027949825,0.0878136083,0.9994772723,0.0190517277,-0.0257923589,0.0041192339
1520530738650570992,-0.3539663851,0.0931248441,0.1205494404,0.9996081427,0.0059852427,-0.0272290814,-0.0025129658
1520530738700572992,-0.3953286409,0.0843101963,0.1518635601,0.9995753959,-0.0085855817,-0.0262533618,-0.0092777574
1520530738750573992,-0.4375115037,0.0758798420,0.1804051399,0.9992202601,-0.0261400813,-0.0252615349,-0.0154085272
1520530738800575992,-0.4804372489,0.0676970258,0.2050157636,0.9985979264,-0.0429483853,-0.0225478473,-0.0211946245
1520530738850576992,-0.5228613019,0.0605326891,0.2238484770,0.9979597380,-0.0555429763,-0.0181463425,-0.0257303198
1520530738900221518,-0.5656343699,0.0527650118,0.2338809371,0.9975811547,-0.0617520493,-0.0109369193,-0.0299817948
1520530738950223518,-0.6058936119,0.0459191091,0.2346301973,0.9975667624,-0.0622997770,-0.0065252516,-0.0306057745
1520530739000224518,-0.6434071660,0.0402602926,0.2272764295,0.9976874563,-0.0585889852,-0.0045708706,-0.0341493412
1520530739050226518,-0.6798068285,0.0365603343,0.2125739306,0.9977711503,-0.0528309690,-0.0047019787,-0.0404908859
1520530739100227518,-0.7149485350,0.0355040729,0.1923491508,0.9977707982,-0.0461256584,-0.0064902344,-0.0477884380
1520530739150229518,-0.7484515309,0.0378481336,0.1678776592,0.9978040860,-0.0392667755,-0.0104066336,-0.0523147051
1520530739200231518,-0.7792068720,0.0439956151,0.1404036582,0.9979054150,-0.0330277097,-0.0160038254,-0.0532712932
1520530739250232518,-0.8079672456,0.0544310585,0.1109884232,0.9978621219,-0.0286794460,-0.0220628758,-0.0544233818
1520530739300234518,-0.8350782394,0.0699240938,0.0804324225,0.9977684959,-0.0255732437,-0.0272487917,-0.0553311952
1520530739350118606,-0.8600802422,0.0903948620,0.0501216389,0.9976094858,-0.0220226034,-0.0307808292,-0.0578174662
1520530739400120606,-0.8838002086,0.1160768867,0.0203495305,0.9974310244,-0.0165677478,-0.0330569292,-0.0613522669
1520530739450122606,-0.9057781696,0.1463208646,-0.0078604193,0.9975942245,-0.0084921814,-0.0349428107,-0.0592675799
1520530739500123606,-0.9258034229,0.1805380881,-0.0324812531,0.9978937520,0.0036462916,-0.0326491222,-0.0559356698
1520530739550125606,-0.9443632960,0.2173573375,-0.0539490059,0.9980901785,0.0175858239,-0.0268117403,-0.0528002360
1520530739600126606,-0.9610424042,0.2549696565,-0.0710591227,0.9980333332,0.0316689272,-0.0194650719,-0.0504743078
1520530739650128606,-0.9754699469,0.2911815643,-0.0822560713,0.9976214796,0.0473790254,-0.0127106693,-0.0484257201
1520530739700129606,-0.9873448610,0.3238749206,-0.0863611549,0.9967714541,0.0637944713,-0.0063568056,-0.0483376123
1520530739750311027,-0.9967136979,0.3513345122,-0.0824794024,0.9957266554,0.0774119011,-0.0010997946,-0.0503449676
1520530739800313027,-1.0025691986,0.3724146485,-0.0712145418,0.9950376067,0.0849220671,0.0017566217,-0.0518200542
1520530739850406027,-1.0035672188,0.3879202604,-0.0505431779,0.9949480473,0.0837235863,0.0022684190,-0.0553497835
1520530739900316027,-0.9994235039,0.3992613852,-0.0214855950,0.9956725028,0.0718429924,0.0022186821,-0.0589061034
1520530739950318027,-0.9897698164,0.4082937837,0.0146767953,0.9968679260,0.0507101134,0.0042655679,-0.0605361667
1520530740000319027,-0.9735871553,0.4166178703,0.0552303009,0.9978754532,0.0249471106,0.0095788902,-0.0594177284
1520530740050321027,-0.9525151849,0.4245288074,0.0967665240,0.9982582397,0.0006085596,0.0172162345,-0.0564244434
1520530740100322027,-0.9265193343,0.4336887300,0.1358011067,0.9982567978,-0.0187829367,0.0224072025,-0.0512687456
1520530740150481220,-0.8962516189,0.4440920353,0.1694146991,0.9980902166,-0.0308365247,0.0263799416,-0.0465738862
1520530740200483220,-0.8604644537,0.4569272399,0.1954517066,0.9978721072,-0.0405691872,0.0290089808,-0.0419985438
1520530740250484220,-0.8200971484,0.4718416631,0.2126491070,0.9975388396,-0.0510014842,0.0308412511,-0.0369314132
1520530740300486220,-0.7766595483,0.4878963530,0.2214480937,0.9970903434,-0.0620405863,0.0302510300,-0.0323525575
1520530740350487220,-0.7308881879,0.5043723583,0.2224581838,0.9969128918,-0.0688745600,0.0249255615,-0.0282789244
1520530740400489220,-0.6848618388,0.5206209421,0.2147030830,0.9974612315,-0.0652616304,0.0170175074,-0.0228564155
1520530740450490220,-0.6381205916,0.5364781022,0.1976248026,0.9987373879,-0.0479302105,0.0092085143,-0.0118965636
1520530740500492220,-0.5914967656,0.5518013239,0.1737202108,0.9997457183,-0.0211604838,0.0069233682,0.0035776594
1520530740550278062,-0.5440860391,0.5664992929,0.1437006444,0.9997904471,0.0078227652,0.0070458084,0.0175562783
1520530740600280062,-0.4964995682,0.5804499388,0.1095880345,0.9989521146,0.0324705604,0.0083146577,0.0311641123
1520530740650282062,-0.4490759671,0.5933063626,0.0737628341,0.9977911850,0.0482612855,0.0117965203,0.0440958223
1520530740700283062,-0.4016081095,0.6059522629,0.0382189341,0.9967745568,0.0548888744,0.0157409087,0.0563907625
1520530740750285062,-0.3539833426,0.6163466573,0.0045948336,0.9958806066,0.0554046781,0.0183105078,0.0694036337
1520530740800287062,-0.3061963320,0.6255142093,-0.0273775924,0.9947769563,0.0560813024,0.0256328975,0.0813427885
1520530740850288062,-0.2592071593,0.6339400411,-0.0595906526,0.9930013054,0.0621650010,0.0356315361,0.0938845764
1520530740900290062,-0.2098213732,0.6402783394,-0.0881365687,0.9901724381,0.0746425265,0.0430093900,0.1101690903
1520530740950431641,-0.1580196470,0.6444270015,-0.1131380424,0.9864496547,0.0878584850,0.0484141043,0.1298231101
1520530741000432641,-0.1038485467,0.6466277838,-0.1302703768,0.9820510605,0.0984785021,0.0496487014,0.1530121096
1520530741050434641,-0.0459584370,0.6462595463,-0.1372426897,0.9768664830,0.1048061112,0.0468921185,0.1804125347
1520530741100435641,0.0152088189,0.6446004510,-0.1348001063,0.9713115445,0.1051111652,0.0461898816,0.2082595048
1520530741150437641,0.0771727562,0.6414011717,-0.1203184724,0.9675152199,0.0974830751,0.0491924392,0.2280163443
1520530741200438641,0.1380451769,0.6370347142,-0.0960334167,0.9650338460,0.0839747898,0.0443306546,0.2443209033
1520530741250440641,0.1960802376,0.6301935911,-0.0636126548,0.9625212019,0.0654482060,0.0365673283,0.2606382524
1520530741300441641,0.2505909204,0.6214754581,-0.0259580631,0.9600332354,0.0451054348,0.0275507513,0.2748502188
1520530741350637115,0.3018168509,0.6111651063,0.0135323992,0.9579262390,0.0285487221,0.0198111415,0.2849031585
1520530741400638115,0.3495679200,0.5984403491,0.0519602261,0.9575356663,0.0193352901,0.0155763707,0.2872437483
1520530741450728115,0.3928042054,0.5847218037,0.0876433179,0.9580973081,0.0168637889,0.0133143203,0.2856359391
1520530741500641115,0.4330513477,0.5689244866,0.1183647141,0.9595871896,0.0166445668,0.0123373192,0.2806477766
1520530741550643115,0.4715445042,0.5518428683,0.1463990659,0.9614627939,0.0152269546,0.0107357874,0.2743030781
1520530741600644115,0.5082755685,0.5338357091,0.1715306342,0.9638566603,0.0080596978,0.0055216428,0.2662421661
1520530741650646115,0.5431669950,0.5158972144,0.1937591881,0.9663812408,-0.0058239516,-0.0011773161,0.2570447296
1520530741700647115,0.5763331056,0.4984974265,0.2113995850,0.9684539924,-0.0240774100,-0.0089794130,0.2478639005
1520530741750649115,0.6072452664,0.4809530675,0.2224385589,0.9703283972,-0.0429320338,-0.0172731319,0.2373210506
1520530741800464167,0.6368600130,0.4633337855,0.2257757932,0.9718179561,-0.0540147971,-0.0287503111,0.2276525455
1520530741850465167,0.6653898358,0.4453328550,0.2198300213,0.9736865001,-0.0529154866,-0.0382050903,0.2183458769
1520530741900467167,0.6899011135,0.4273982346,0.2055521607,0.9767700758,-0.0398500737,-0.0415547218,0.2064107450
1520530741950468167,0.7120249271,0.4086760879,0.1840365678,0.9795880250,-0.0218678562,-0.0391224993,0.1959554241
1520530742000470167,0.7319177985,0.3895206749,0.1580393463,0.9817189882,-0.0064813609,-0.0341882472,0.1871282552
1520530742050471167,0.7500243187,0.3696623445,0.1299460232,0.9834144492,0.0040016441,-0.0264178940,0.1793937087
1520530742100473167,0.7673935294,0.3487595022,0.1000812277,0.9849027424,0.0131272609,-0.0178121236,0.1716886466
1520530742150475167,0.7833817005,0.3262440562,0.0692225173,0.9864275106,0.0236817068,-0.0078951816,0.1622886600
1520530742200338132,0.7982894778,0.3023221493,0.0383685715,0.9870332211,0.0378879387,-0.0005574160,0.1559795303
1520530742250340132,0.8127539754,0.2770413160,0.0083061932,0.9864977084,0.0549285346,0.0056174762,0.1541868070
1520530742300341132,0.8258280754,0.2503919601,-0.0197017957,0.9854140461,0.0697482124,0.0114395986,0.1548014218
1520530742350343132,0.8372653723,0.2219584882,-0.0432040840,0.9844772416,0.0796627493,0.0176451359,0.1553932310
1520530742400345132,0.8472260237,0.1919568479,-0.0585988685,0.9836823083,0.0857290305,0.0230002416,0.1564948517
1520530742450346132,0.8567999601,0.1607804894,-0.0651907474,0.9825690555,0.0905689558,0.0232760989,0.1606659223
1520530742500348132,0.8653153777,0.1269784868,-0.0615368746,0.9821008238,0.0946912001,0.0197456903,0.1616219546
1520530742550350132,0.8719633222,0.0921948925,-0.0475028828,0.9825872333,0.0925662532,0.0090458124,0.1608477259
1520530742600603834,0.8759677410,0.0567266233,-0.0225396696,0.9840123393,0.0789994875,-0.0028413885,0.1595955002
1520530742650604834,0.8762248158,0.0216346607,0.0116797518,0.9861009351,0.0560921708,-0.0159229444,0.1555797996
1520530742700606834,0.8717540503,-0.0133526968,0.0527171381,0.9884676651,0.0286494002,-0.0295992356,0.1457215567
1520530742750608834,0.8619793653,-0.0477720909,0.0967433453,0.9903631481,0.0004707083,-0.0424226359,0.1318367676
1520530742800609834,0.8479891419,-0.0808832049,0.1413531154,0.9913190434,-0.0251587495,-0.0534371725,0.1174651439
1520530742850611834,0.8290721774,-0.1115935370,0.1818401068,0.9910485963,-0.0494237292,-0.0645228043,0.1059093126
1520530742900612834,0.8063207269,-0.1403924376,0.2172297686,0.9898803004,-0.0731651393,-0.0730769543,0.0971782483
1520530742950614834,0.7804006934,-0.1685099900,0.2450105697,0.9885630396,-0.0923033094,-0.0779934779,0.0902232414
1520530743000436676,0.7530212402,-0.1959759593,0.2620641887,0.9877492857,-0.1038028531,-0.0787683210,0.0858595825
