#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z [],v_RS_R_x [m s^-1],v_RS_R_y [m s^-1],v_RS_R_z [m s^-1],w_RS_R_x [rad s^-1],w_RS_R_y [rad s^-1],w_RS_R_z [rad s^-1]
9903057513408,0.0002176305,0.0009133554,-0.0006502778,0.7797439109,0.0011448643,0.6260974533,0.0003187505,-0.0020186710,0.0007734708,-0.0025892663,0.0016298282,-0.0045261028,-0.0011543291
9903076019408,0.0001547403,0.0009644780,-0.0006279902,0.7797560391,0.0011519420,0.6260823366,0.0003166251,-0.0018386223,0.0010171015,-0.0032544523,0.0004516442,-0.0020940153,-0.0006603031
9903094527408,0.0001443517,0.0010148016,-0.0005964446,0.7797483871,0.0011598257,0.6260918552,0.0003105380,-0.0011432642,0.0010479987,-0.0027301533,0.0002530967,0.0013207769,-0.0010448381
9903113035408,0.0001368605,0.0010281942,-0.0005883600,0.7797397171,0.0011503329,0.6261026696,0.0003121363,-0.0010550250,0.0011250171,-0.0022817606,-0.0006910129,0.0014972869,0.0007785670
9903131541408,0.0001321600,0.0010453425,-0.0005898146,0.7797394835,0.0011438910,0.6261029715,0.0003137308,-0.0010291045,0.0014937795,-0.0026407710,-0.0004349465,0.0000408311,0.0005703043
9903150049408,0.0000657116,0.0009530295,-0.0005396506,0.7798841150,0.0017051868,0.6259212732,0.0006475444,0.0098716188,0.0002452644,0.0062823216,0.0698679325,-0.0251174892,-0.0098762174
9903168555408,0.0000341067,0.0008195179,-0.0004924661,0.7800534088,0.0019228888,0.6257097497,0.0005395753,-0.0036670594,-0.0037014557,-0.0003123893,0.0110289106,-0.0292449333,-0.0238774478
9903187062408,-0.0000628924,0.0009019127,-0.0004451064,0.7802404333,0.0015937100,0.6254775659,0.0003754054,-0.0045316312,0.0074249525,0.0018026116,-0.0388754745,-0.0322041157,0.0083602687
9903205568408,0.0000067765,0.0010157612,-0.0004394886,0.7801449934,0.0014407685,0.6255969436,0.0004213823,0.0076087443,0.0037224332,-0.0082894750,-0.0097769699,0.0165036430,0.0142397699
9903224075408,0.0001887198,0.0011403925,-0.0004779011,0.7797049793,0.0011860591,0.6261459040,0.0002130239,0.0097495364,0.0073178969,-0.0043102568,-0.0355169406,0.0760504799,-0.0002407728
9903242582408,0.0002334992,0.0012047782,-0.0003774689,0.7795181771,0.0011363127,0.6263784090,0.0004571567,-0.0041221706,0.0040666335,0.0055467975,0.0123463850,0.0321986897,0.0239709966
9903261091408,0.0001246767,0.0012537624,-0.0002708049,0.7797069304,0.0012089121,0.6261434240,0.0002319729,-0.0079468517,0.0039700326,0.0076252222,-0.0091377027,-0.0325373592,-0.0239194871
9903279598408,0.0001002587,0.0013626880,-0.0001575358,0.7799128232,0.0010887475,0.6258872101,0.0000556389,0.0054002004,0.0119402008,0.0019229054,-0.0220773692,-0.0355006079,-0.0067656625
9903298105408,0.0003016225,0.0015746308,-0.0002743852,0.7791126799,0.0005998438,0.6268827780,-0.0010270686,0.0202045459,0.0093811676,-0.0121874427,-0.1143502279,0.1381539802,-0.0580635111
9903316610408,0.0006958564,0.0017686359,-0.0004458840,0.7775519090,0.0001473500,0.6288149629,-0.0021793494,0.0294419397,0.0090290764,-0.0097862035,-0.1158572655,0.2685727377,-0.0664188989
9903335116408,0.0013577143,0.0019096785,-0.0007002397,0.7749712269,0.0000059827,0.6319908934,-0.0026660945,0.0563294441,0.0050289007,-0.0228100419,-0.0441686404,0.4423012801,-0.0318526710
9903353627408,0.0030152886,0.0020570171,-0.0013327436,0.7696230620,-0.0003546567,0.6384957111,-0.0018556545,0.1294207722,-0.0018173303,-0.0617497116,0.0270199320,0.9099557420,0.0909490258
9903372132408,0.0057377298,0.0023521888,-0.0024476163,0.7601201143,-0.0008521053,0.6497820281,0.0000424232,0.1899843216,0.0041417712,-0.0874756053,0.0915072685,1.5948059766,0.1898785348
9903390640408,0.0090878122,0.0029844739,-0.0036545277,0.7470871126,-0.0027322427,0.6647179052,0.0018674645,0.2149445713,0.0220379177,-0.1035603806,-0.0275564359,2.1422592639,0.2806277353
9903409145408,0.0126111554,0.0033821720,-0.0047741663,0.7317742621,-0.0055874786,0.6815163414,0.0032689187,0.1954900026,0.0296125337,-0.0910419673,-0.1377853655,2.4565375650,0.3164431956
9903427653408,0.0157256722,0.0039841258,-0.0060194246,0.7177395442,-0.0083406572,0.6962547531,0.0031143137,0.1411807537,0.0340386890,-0.0435484424,-0.2427951651,2.1981463323,0.1866057349
9903446160408,0.0179197770,0.0045144442,-0.0066628284,0.7106880545,-0.0094657317,0.7034404873,0.0020904567,0.0653440729,0.0189236626,0.0660232753,-0.1730800312,1.0866427939,0.0011350036
9903464667408,0.0195077322,0.0044118906,-0.0060771308,0.7042278433,-0.0062935243,0.7099457166,-0.0007847002,0.0704252496,-0.0082951812,0.0443222225,0.0169883015,0.9885054201,-0.4671685830
9903483174408,0.0213600174,0.0044976459,-0.0052617383,0.6976474152,-0.0028547368,0.7164259171,-0.0037201951,0.1107264683,-0.0004715306,0.0390459262,0.0325632645,0.9957609209,-0.4922069344
9903501682408,0.0233682841,0.0050856466,-0.0048901443,0.6893285448,0.0014163694,0.7244191697,-0.0064045106,0.1154898033,-0.0093911290,0.0387372933,0.1148291942,1.2441191096,-0.5388518772
9903520188408,0.0253680013,0.0060800826,-0.0047246176,0.6827584824,0.0053019149,0.7305643262,-0.0094079558,0.1051843390,-0.0108053135,0.0499981791,0.0595845855,0.9699596889,-0.5315664550
9903538695408,0.0275864340,0.0065523167,-0.0044334517,0.6772073437,0.0091461687,0.7356236501,-0.0128221166,0.1273420900,-0.0258324482,0.0490103103,0.0224201915,0.8096178372,-0.5581665377
9903557202408,0.0298171937,0.0064238342,-0.0038413845,0.6695682271,0.0128578318,0.7424490897,-0.0168051958,0.1545489579,-0.0326592028,0.0532164574,-0.0280004775,1.1056163345,-0.5904147821
9903575708408,0.0322509371,0.0058094659,-0.0025637383,0.6589258850,0.0151199520,0.7517820529,-0.0202931015,0.1649487913,-0.0447895750,0.0555836596,-0.0844371710,1.5300765038,-0.4402780373
9903594216408,0.0347265936,0.0049938760,-0.0016104226,0.6477868130,0.0180180527,0.7612790560,-0.0224007484,0.1559599191,-0.0585032441,0.0532482974,0.0741640684,1.5782995984,-0.3944362864
9903612723408,0.0370284878,0.0041988208,-0.0010291724,0.6374005735,0.0210235400,0.7699070049,-0.0228412656,0.1458351910,-0.0835718066,0.0455507785,0.2152736186,1.4520926351,-0.2864495792
9903631230408,0.0391931720,0.0022154956,-0.0007161035,0.6281311247,0.0254454980,0.7773581557,-0.0227621284,0.1392990351,-0.1207703426,0.0391994752,0.3506396781,1.2734241850,-0.3684251553
9903649739408,0.0413278230,-0.0003501936,-0.0000293890,0.6172847066,0.0302981674,0.7858210097,-0.0229554527,0.1473892480,-0.1507002860,0.0488772802,0.3637770812,1.4741239054,-0.4241591040
9903668242408,0.0439852476,-0.0035277673,0.0009422266,0.6062962018,0.0351438388,0.7940859873,-0.0244391302,0.1423328668,-0.1832711548,0.0827540681,0.2537962199,1.4777116867,-0.5108018558
9903686750408,0.0460893959,-0.0072881030,0.0023867139,0.5982325802,0.0393218442,0.7998725147,-0.0278483905,0.1326254904,-0.2129552960,0.1206823885,0.0270880299,1.0729930091,-0.5812122989
9903705259408,0.0487456582,-0.0114440797,0.0041981507,0.5911633119,0.0443986822,0.8046850218,-0.0321980030,0.1473423541,-0.2293535918,0.1525706351,-0.0032426342,0.9253155847,-0.7208023283
9903723765408,0.0508660227,-0.0158623513,0.0070842998,0.5864149727,0.0487456938,0.8076988182,-0.0369317780,0.1535858512,-0.2390785217,0.2023172677,-0.1006762187,0.6130812219,-0.6825423614
9903742271408,0.0533153526,-0.0204481073,0.0107285576,0.5874153179,0.0528873262,0.8064712017,-0.0418374934,0.1603960246,-0.2484812289,0.2419559658,-0.1759145991,-0.1558095989,-0.6749074428
9903760779408,0.0544801243,-0.0248291641,0.0152085284,0.5941966312,0.0579755671,0.8008993840,-0.0461451376,0.1373744756,-0.2680887878,0.2541014552,-0.1163668141,-0.9430668959,-0.7180674123
9903779286408,0.0550302155,-0.0300027356,0.0197243951,0.6005980301,0.0654395587,0.7953789140,-0.0487037333,0.1062228233,-0.2940067053,0.2406136692,0.1902061493,-0.9297459070,-0.8129942016
9903797793408,0.0552823059,-0.0359899774,0.0242683701,0.6010245843,0.0751166438,0.7941756271,-0.0491122419,0.0772297904,-0.3247525692,0.2284600586,0.5836372098,-0.1628103344,-0.8645803176
9903816300408,0.0565688461,-0.0430110209,0.0289640389,0.5989804941,0.0852494017,0.7947392967,-0.0484185661,0.0561484434,-0.3542072475,0.2380757183,0.7372656450,0.1526365365,-0.8308704756
9903834808408,0.0564775988,-0.0520398431,0.0328827351,0.5960889441,0.0940829513,0.7959437943,-0.0479567012,0.0369832739,-0.3787863851,0.2629934847,0.6443804336,0.2758217967,-0.7327796031
9903853316408,0.0565787591,-0.0594872832,0.0385244265,0.5931945066,0.1003574617,0.7973311838,-0.0480795222,0.0240841042,-0.3919536471,0.3017603755,0.4302239563,0.3070554545,-0.5484860490
9903871820408,0.0559137650,-0.0671934411,0.0448079146,0.5915369047,0.1032420411,0.7981730831,-0.0484241741,0.0097649889,-0.4074879885,0.3362646103,0.1775993430,0.1855782878,-0.2701709330
9903890327408,0.0555823408,-0.0754053146,0.0515671670,0.5897728556,0.1029175775,0.7994970943,-0.0487888025,-0.0086156782,-0.4269560874,0.3705210984,-0.0255828444,0.2425651717,0.0102186187
9903908834408,0.0544346683,-0.0837588981,0.0590706766,0.5891078395,0.1003013199,0.8002683092,-0.0496208827,-0.0280341040,-0.4502078891,0.3954454660,-0.2271765193,0.1296592069,0.1780818702
9903927342408,0.0528395325,-0.0923104510,0.0670075268,0.5885926208,0.0957713082,0.8011281709,-0.0507960333,-0.0504808389,-0.4749769568,0.4068301618,-0.3798109327,0.1363217690,0.3234953029
9903945850408,0.0509070568,-0.1013845429,0.0751348361,0.5875091635,0.0900839265,0.8024963035,-0.0521301433,-0.0808401704,-0.5038248301,0.4139907062,-0.4585163657,0.2258417682,0.4157219336
9903964355408,0.0486711115,-0.1098127440,0.0838126540,0.5863378911,0.0832347674,0.8039611723,-0.0540951423,-0.1234059781,-0.5341156125,0.4103041589,-0.5856817688,0.2523263138,0.4769427044
9903982865408,0.0455853157,-0.1196475625,0.0921067670,0.5830525590,0.0765420773,0.8069239625,-0.0553601182,-0.1589840800,-0.5622748137,0.3927924335,-0.4870332257,0.5235938308,0.5086869907
9904001371408,0.0418157801,-0.1299996674,0.0999533236,0.5775470641,0.0701078389,0.8113934267,-0.0562582156,-0.1855671406,-0.5945011377,0.3573981225,-0.4114797437,0.8076846387,0.5085586222
9904019876408,0.0377248414,-0.1409384906,0.1069029048,0.5694123883,0.0645861601,0.8174906057,-0.0575088650,-0.2112196535,-0.6285941005,0.3142081797,-0.3556391681,1.1370319214,0.4029015735
9904038382408,0.0333029740,-0.1524457633,0.1131823733,0.5592099792,0.0607692574,0.8247766153,-0.0577479987,-0.2424923033,-0.6603924632,0.2805207372,-0.1395194624,1.3751683183,0.3099583852
9904056893408,0.0282480810,-0.1644299924,0.1188899651,0.5472534033,0.0579624036,0.8329466177,-0.0579137662,-0.2676968277,-0.6899037957,0.2498314679,-0.0548826912,1.5777585756,0.2191582006
9904075403408,0.0227900557,-0.1768478602,0.1243784502,0.5335638164,0.0560023300,0.8418631582,-0.0586499421,-0.2883053422,-0.7169181108,0.2311419398,-0.0406263986,1.7762540683,0.1030592848
9904093905408,0.0168004427,-0.1892983913,0.1296353340,0.5193833406,0.0548888897,0.8506443601,-0.0602687972,-0.3124217093,-0.7398291826,0.2329532504,-0.0700269952,1.8138691343,-0.0287889986
9904112412408,0.0103850579,-0.2020066082,0.1347981393,0.5071690620,0.0555911020,0.8577981492,-0.0622214370,-0.3293790221,-0.7546520233,0.2435219437,-0.0210420724,1.5314104114,-0.2112762259
9904130918408,0.0035501001,-0.2153346092,0.1395753473,0.4962459933,0.0573406647,0.8638904399,-0.0643837728,-0.3382896781,-0.7678541541,0.2512284815,0.0020288977,1.3478111986,-0.3175720025
9904149425408,-0.0031464898,-0.2289578021,0.1451236606,0.4853778655,0.0584469461,0.8696951706,-0.0679896489,-0.3411675096,-0.7735605240,0.2619656324,-0.1695813983,1.3406090750,-0.3363135656
9904167933408,-0.0098227486,-0.2424837053,0.1504593641,0.4746993822,0.0600916264,0.8752036814,-0.0711899510,-0.3403085470,-0.7776059508,0.2745962441,-0.1065890750,1.3006566761,-0.3660996118
9904186441408,-0.0162880644,-0.2564226091,0.1553895324,0.4652573614,0.0625234673,0.8799107982,-0.0733715943,-0.3297198117,-0.7809469700,0.2830910385,0.0159390534,1.1299270843,-0.3839822520
9904204949408,-0.0228246469,-0.2707451284,0.1604007035,0.4575645079,0.0655311534,0.8835917231,-0.0748735998,-0.3215794265,-0.7792797089,0.2959009707,0.0895599740,0.9028475407,-0.3976290123
9904223454408,-0.0302187540,-0.2843964100,0.1658683866,0.4508008972,0.0684592726,0.8867414027,-0.0760365951,-0.3213324249,-0.7712167501,0.3037484586,0.1071338935,0.7862204975,-0.3695712919
9904241962408,-0.0371622555,-0.2987172604,0.1720045209,0.4432336221,0.0711315370,0.8903168104,-0.0762904830,-0.3142702878,-0.7711396217,0.3195206225,0.1912103900,0.8792207626,-0.3041621580
9904260467408,-0.0436542742,-0.3129661381,0.1781557649,0.4361448689,0.0738238585,0.8936359483,-0.0757791739,-0.3132103980,-0.7700094581,0.3397735953,0.2600415768,0.8149913442,-0.2675090087
9904278975408,-0.0503859855,-0.3264777958,0.1857747436,0.4298584263,0.0763788635,0.8964505974,-0.0759231786,-0.3191143274,-0.7691527605,0.3550035954,0.1797126379,0.7199546839,-0.2825446242
9904297482408,-0.0569909066,-0.3401533067,0.1934515089,0.4227197185,0.0798572621,0.8996217245,-0.0749106804,-0.3267967701,-0.7632042170,0.3829962611,0.3446178593,0.8019994260,-0.3223434146
9904315989408,-0.0637352094,-0.3542492986,0.2009771019,0.4148899238,0.0837090223,0.9030664392,-0.0730079250,-0.3305009007,-0.7567014694,0.4049846530,0.4564058483,0.8709827127,-0.3212071186
9904334497408,-0.0702970698,-0.3682110012,0.2089870423,0.4062586789,0.0875153268,0.9067255929,-0.0717192623,-0.3324550390,-0.7493487597,0.4250572026,0.4033575038,0.9646774712,-0.3486701680
