#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
9902187684408,0.0000075004,0.0000481593,-0.0000213996,0.7758803835,0.0022064016,0.6308745638,0.0014307513
9902206191408,-0.0000942541,0.0001657469,0.0000152024,0.7760677221,0.0021937536,0.6306442039,0.0014022535
9902224698408,0.0000848034,0.0001570104,-0.0000969155,0.7761635979,0.0021966880,0.6305262012,0.0013976946
9902243205408,-0.0000562693,0.0002626706,-0.0000434071,0.7765342607,0.0021132075,0.6300700914,0.0013251986
9902261712408,0.0000870516,0.0002017797,-0.0001332038,0.7766868444,0.0020870327,0.6298821062,0.0013123524
9902280218408,-0.0002243607,0.0002371430,0.0000473515,0.7772986171,0.0019952529,0.6291274329,0.0012457991
9902298728408,-0.0003298339,0.0002666699,0.0001146547,0.7778275794,0.0019326673,0.6284736659,0.0011716548
9902317235408,-0.0001756683,0.0001977022,0.0000322957,0.7779151862,0.0019245990,0.6283652835,0.0011530676
9902335740408,-0.0000664767,0.0001452751,-0.0000427181,0.7779987242,0.0018878591,0.6282620258,0.0011171682
9902354247408,0.0000206695,0.0001164435,-0.0001057144,0.7781063900,0.0018205977,0.6281289561,0.0010704284
9902372755408,-0.0001466273,0.0001698734,-0.0000098354,0.7785754078,0.0015289592,0.6275486249,0.0008485593
9902391261408,-0.0000186846,0.0001350069,-0.0001155226,0.7786361492,0.0014945537,0.6274733592,0.0008347789
9902409768408,-0.0000061861,0.0001317440,-0.0001166831,0.7788482990,0.0013957585,0.6272103375,0.0007559560
9902428276408,-0.0000219725,0.0001817122,-0.0001616446,0.7790121278,0.0013103274,0.6270071141,0.0006831167
9902446784408,0.0000098573,0.0001666369,-0.0002423008,0.7790677246,0.0013235146,0.6269380208,0.0006685462
9902465290408,0.0000453309,0.0001511538,-0.0003014115,0.7791109345,0.0013291675,0.6268843142,0.0006645119
9902483797408,0.0001009840,0.0001579299,-0.0003657250,0.7791517640,0.0013239551,0.6268335909,0.0006519191
9902502302408,0.0001624940,0.0001505008,-0.0004304380,0.7791810741,0.0013286753,0.6267971601,0.0006390677
9902520809408,0.0002135405,0.0001541930,-0.0004991694,0.7792222207,0.0013189638,0.6267460349,0.0006315695
9902539316408,0.0002735258,0.0001827076,-0.0005458359,0.7792500352,0.0013033665,0.6267115070,0.0006090397
9902557825408,0.0002967888,0.0002099759,-0.0005697707,0.7793028290,0.0013050855,0.6266458696,0.0005929374
9902576333408,0.0003187468,0.0002772367,-0.0005876019,0.7793516739,0.0012749092,0.6265852151,0.0005578786
9902594840408,0.0003114548,0.0003460901,-0.0005993453,0.7793977614,0.0012609082,0.6265279455,0.0005226158
9902613345408,0.0002741236,0.0003935415,-0.0006382727,0.7794472710,0.0012454328,0.6264664043,0.0004949081
9902631852408,0.0002475571,0.0004437561,-0.0006729373,0.7794890064,0.0012347142,0.6264145101,0.0004753882
9902650365408,0.0002362836,0.0004680525,-0.0007003959,0.7795190259,0.0012308051,0.6263771688,0.0004644983
9902668868408,0.0002570066,0.0005041621,-0.0007322853,0.7795326263,0.0012271582,0.6263602613,0.0004492223
9902687372408,0.0002675016,0.0005748676,-0.0007674871,0.7795543091,0.0012195593,0.6263333093,0.0004212550
9902705880408,0.0003030470,0.0006721688,-0.0007906198,0.7795616895,0.0012132752,0.6263241579,0.0003867333
9902724386408,0.0003376174,0.0007690148,-0.0007987490,0.7795596182,0.0011868345,0.6263268041,0.0003572183
9902742894408,0.0003731434,0.0007962890,-0.0008138482,0.7795616476,0.0011689298,0.6263243148,0.0003519675
9902761402408,0.0003849327,0.0008084701,-0.0007951438,0.7795766099,0.0011560605,0.6263057193,0.0003445756
9902779909408,0.0003606072,0.0008012219,-0.0007555924,0.7795913732,0.0011534830,0.6262873461,0.0003471408
9902798416408,0.0003404947,0.0007514402,-0.0007190000,0.7796018098,0.0011487538,0.6262743569,0.0003583342
9902816924408,0.0003605553,0.0007601866,-0.0007751428,0.7796054216,0.0011533413,0.6262698555,0.0003527823
9902835429408,0.0003746272,0.0007152795,-0.0007344329,0.7796003706,0.0011622353,0.6262761264,0.0003533389
9902853936408,0.0004056771,0.0007262002,-0.0007962941,0.7796016660,0.0011668829,0.6262745043,0.0003550744
9902872443408,0.0004251346,0.0007319017,-0.0007179104,0.7796065780,0.0011340271,0.6262684442,0.0003651450
9902890949408,0.0004607553,0.0007544507,-0.0007784351,0.7796046933,0.0011279862,0.6262707987,0.0003694313
9902909457408,0.0004423399,0.0007055415,-0.0006947080,0.7796224876,0.0011516963,0.6262486037,0.0003697694
9902927966408,0.0004640559,0.0007026865,-0.0007478904,0.7796222544,0.0011459553,0.6262489060,0.0003672766
9902946473408,0.0004382702,0.0006542373,-0.0007125286,0.7796469655,0.0011666409,0.6262181065,0.0003622064
9902964977408,0.0004146455,0.0006800884,-0.0007098220,0.7796615509,0.0011515040,0.6261999842,0.0003462469
9902983488408,0.0003986142,0.0007389421,-0.0007114223,0.7796719723,0.0011381520,0.6261870424,0.0003288315
9903001994408,0.0003675771,0.0008120626,-0.0007050517,0.7796914158,0.0011352304,0.6261628412,0.0003218939
9903020501408,0.0003464730,0.0008587826,-0.0007009832,0.7796995975,0.0011263815,0.6261526733,0.0003141844
9903039005408,0.0002889925,0.0008895395,-0.0006777013,0.7797177001,0.0011264291,0.6261301289,0.0003175888
9903057513408,0.0002176305,0.0009133554,-0.0006502778,0.7797439109,0.0011448643,0.6260974533,0.0003187505
9903076019408,0.0001547403,0.0009644780,-0.0006279902,0.7797560391,0.0011519420,0.6260823366,0.0003166251
9903094527408,0.0001443517,0.0010148016,-0.0005964446,0.7797483871,0.0011598257,0.6260918552,0.0003105380
9903113035408,0.0001368605,0.0010281942,-0.0005883600,0.7797397171,0.0011503329,0.6261026696,0.0003121363
9903131541408,0.0001321600,0.0010453425,-0.0005898146,0.7797394835,0.0011438910,0.6261029715,0.0003137308
9903150049408,0.0000657116,0.0009530295,-0.0005396506,0.7798841150,0.0017051868,0.6259212732,0.0006475444
9903168555408,0.0000341067,0.0008195179,-0.0004924661,0.7800534088,0.0019228888,0.6257097497,0.0005395753
9903187062408,-0.0000628924,0.0009019127,-0.0004451064,0.7802404333,0.0015937100,0.6254775659,0.0003754054
9903205568408,0.0000067765,0.0010157612,-0.0004394886,0.7801449934,0.0014407685,0.6255969436,0.0004213823
9903224075408,0.0001887198,0.0011403925,-0.0004779011,0.7797049793,0.0011860591,0.6261459040,0.0002130239
9903242582408,0.0002334992,0.0012047782,-0.0003774689,0.7795181771,0.0011363127,0.6263784090,0.0004571567
9903261091408,0.0001246767,0.0012537624,-0.0002708049,0.7797069304,0.0012089121,0.6261434240,0.0002319729
9903279598408,0.0001002587,0.0013626880,-0.0001575358,0.7799128232,0.0010887475,0.6258872101,0.0000556389
9903298105408,0.0003016225,0.0015746308,-0.0002743852,0.7791126799,0.0005998438,0.6268827780,-0.0010270686
9903316610408,0.0006958564,0.0017686359,-0.0004458840,0.7775519090,0.0001473500,0.6288149629,-0.0021793494
9903335116408,0.0013577143,0.0019096785,-0.0007002397,0.7749712269,0.0000059827,0.6319908934,-0.0026660945
9903353627408,0.0030152886,0.0020570171,-0.0013327436,0.7696230620,-0.0003546567,0.6384957111,-0.0018556545
9903372132408,0.0057377298,0.0023521888,-0.0024476163,0.7601201143,-0.0008521053,0.6497820281,0.0000424232
9903390640408,0.0090878122,0.0029844739,-0.0036545277,0.7470871126,-0.0027322427,0.6647179052,0.0018674645
9903409145408,0.0126111554,0.0033821720,-0.0047741663,0.7317742621,-0.0055874786,0.6815163414,0.0032689187
9903427653408,0.0157256722,0.0039841258,-0.0060194246,0.7177395442,-0.0083406572,0.6962547531,0.0031143137
9903446160408,0.0179197770,0.0045144442,-0.0066628284,0.7106880545,-0.0094657317,0.7034404873,0.0020904567
9903464667408,0.0195077322,0.0044118906,-0.0060771308,0.7042278433,-0.0062935243,0.7099457166,-0.0007847002
9903483174408,0.0213600174,0.0044976459,-0.0052617383,0.6976474152,-0.0028547368,0.7164259171,-0.0037201951
9903501682408,0.0233682841,0.0050856466,-0.0048901443,0.6893285448,0.0014163694,0.7244191697,-0.0064045106
9903520188408,0.0253680013,0.0060800826,-0.0047246176,0.6827584824,0.0053019149,0.7305643262,-0.0094079558
9903538695408,0.0275864340,0.0065523167,-0.0044334517,0.6772073437,0.0091461687,0.7356236501,-0.0128221166
9903557202408,0.0298171937,0.0064238342,-0.0038413845,0.6695682271,0.0128578318,0.7424490897,-0.0168051958
9903575708408,0.0322509371,0.0058094659,-0.0025637383,0.6589258850,0.0151199520,0.7517820529,-0.0202931015
9903594216408,0.0347265936,0.0049938760,-0.0016104226,0.6477868130,0.0180180527,0.7612790560,-0.0224007484
9903612723408,0.0370284878,0.0041988208,-0.0010291724,0.6374005735,0.0210235400,0.7699070049,-0.0228412656
9903631230408,0.0391931720,0.0022154956,-0.0007161035,0.6281311247,0.0254454980,0.7773581557,-0.0227621284
9903649739408,0.0413278230,-0.0003501936,-0.0000293890,0.6172847066,0.0302981674,0.7858210097,-0.0229554527
9903668242408,0.0439852476,-0.0035277673,0.0009422266,0.6062962018,0.0351438388,0.7940859873,-0.0244391302
9903686750408,0.0460893959,-0.0072881030,0.0023867139,0.5982325802,0.0393218442,0.7998725147,-0.0278483905
9903705259408,0.0487456582,-0.0114440797,0.0041981507,0.5911633119,0.0443986822,0.8046850218,-0.0321980030
9903723765408,0.0508660227,-0.0158623513,0.0070842998,0.5864149727,0.0487456938,0.8076988182,-0.0369317780
9903742271408,0.0533153526,-0.0204481073,0.0107285576,0.5874153179,0.0528873262,0.8064712017,-0.0418374934
9903760779408,0.0544801243,-0.0248291641,0.0152085284,0.5941966312,0.0579755671,0.8008993840,-0.0461451376
9903779286408,0.0550302155,-0.0300027356,0.0197243951,0.6005980301,0.0654395587,0.7953789140,-0.0487037333
9903797793408,0.0552823059,-0.0359899774,0.0242683701,0.6010245843,0.0751166438,0.7941756271,-0.0491122419
9903816300408,0.0565688461,-0.0430110209,0.0289640389,0.5989804941,0.0852494017,0.7947392967,-0.0484185661
9903834808408,0.0564775988,-0.0520398431,0.0328827351,0.5960889441,0.0940829513,0.7959437943,-0.0479567012
9903853316408,0.0565787591,-0.0594872832,0.0385244265,0.5931945066,0.1003574617,0.7973311838,-0.0480795222
9903871820408,0.0559137650,-0.0671934411,0.0448079146,0.5915369047,0.1032420411,0.7981730831,-0.0484241741
9903890327408,0.0555823408,-0.0754053146,0.0515671670,0.5897728556,0.1029175775,0.7994970943,-0.0487888025
9903908834408,0.0544346683,-0.0837588981,0.0590706766,0.5891078395,0.1003013199,0.8002683092,-0.0496208827
9903927342408,0.0528395325,-0.0923104510,0.0670075268,0.5885926208,0.0957713082,0.8011281709,-0.0507960333
9903945850408,0.0509070568,-0.1013845429,0.0751348361,0.5875091635,0.0900839265,0.8024963035,-0.0521301433
9903964355408,0.0486711115,-0.1098127440,0.0838126540,0.5863378911,0.0832347674,0.8039611723,-0.0540951423
9903982865408,0.0455853157,-0.1196475625,0.0921067670,0.5830525590,0.0765420773,0.8069239625,-0.0553601182
9904001371408,0.0418157801,-0.1299996674,0.0999533236,0.5775470641,0.0701078389,0.8113934267,-0.0562582156
9904019876408,0.0377248414,-0.1409384906,0.1069029048,0.5694123883,0.0645861601,0.8174906057,-0.0575088650
9904038382408,0.0333029740,-0.1524457633,0.1131823733,0.5592099792,0.0607692574,0.8247766153,-0.0577479987
9904056893408,0.0282480810,-0.1644299924,0.1188899651,0.5472534033,0.0579624036,0.8329466177,-0.0579137662
9904075403408,0.0227900557,-0.1768478602,0.1243784502,0.5335638164,0.0560023300,0.8418631582,-0.0586499421
9904093905408,0.0168004427,-0.1892983913,0.1296353340,0.5193833406,0.0548888897,0.8506443601,-0.0602687972
9904112412408,0.0103850579,-0.2020066082,0.1347981393,0.5071690620,0.0555911020,0.8577981492,-0.0622214370
9904130918408,0.0035501001,-0.2153346092,0.1395753473,0.4962459933,0.0573406647,0.8638904399,-0.0643837728
9904149425408,-0.0031464898,-0.2289578021,0.1451236606,0.4853778655,0.0584469461,0.8696951706,-0.0679896489
9904167933408,-0.0098227486,-0.2424837053,0.1504593641,0.4746993822,0.0600916264,0.8752036814,-0.0711899510
9904186441408,-0.0162880644,-0.2564226091,0.1553895324,0.4652573614,0.0625234673,0.8799107982,-0.0733715943
9904204949408,-0.0228246469,-0.2707451284,0.1604007035,0.4575645079,0.0655311534,0.8835917231,-0.0748735998
9904223454408,-0.0302187540,-0.2843964100,0.1658683866,0.4508008972,0.0684592726,0.8867414027,-0.0760365951
9904241962408,-0.0371622555,-0.2987172604,0.1720045209,0.4432336221,0.0711315370,0.8903168104,-0.0762904830
9904260467408,-0.0436542742,-0.3129661381,0.1781557649,0.4361448689,0.0738238585,0.8936359483,-0.0757791739
9904278975408,-0.0503859855,-0.3264777958,0.1857747436,0.4298584263,0.0763788635,0.8964505974,-0.0759231786
9904297482408,-0.0569909066,-0.3401533067,0.1934515089,0.4227197185,0.0798572621,0.8996217245,-0.0749106804
9904315989408,-0.0637352094,-0.3542492986,0.2009771019,0.4148899238,0.0837090223,0.9030664392,-0.0730079250
9904334497408,-0.0702970698,-0.3682110012,0.2089870423,0.4062586789,0.0875153268,0.9067255929,-0.0717192623
9904353002408,-0.0769406706,-0.3814011812,0.2176973224,0.3977417946,0.0917786360,0.9101153612,-0.0711911246
9904371508408,-0.0835632607,-0.3943986595,0.2269843370,0.3898810104,0.0969724793,0.9129521743,-0.0714665196
9904390015408,-0.0901852772,-0.4067365527,0.2372392863,0.3813871781,0.1026156704,0.9157654737,-0.0733991943
9904408525408,-0.0962795839,-0.4173329473,0.2499509752,0.3728388921,0.1071795981,0.9183070707,-0.0788404596
9904427030408,-0.1027299911,-0.4284929931,0.2619481385,0.3640983835,0.1118251201,0.9207584603,-0.0844474243
9904445538408,-0.1093457714,-0.4392280877,0.2739959955,0.3556673935,0.1165222315,0.9228915681,-0.0905230817
9904464044408,-0.1159137711,-0.4496860206,0.2858895659,0.3482669413,0.1211112675,0.9244521381,-0.0971104676
9904482552408,-0.1227139533,-0.4597103596,0.2979074419,0.3412734952,0.1258285265,0.9255890270,-0.1048071394
9904501059408,-0.1293706745,-0.4684664905,0.3104893863,0.3330271828,0.1313169147,0.9268437591,-0.1131786626
9904519567408,-0.1360663027,-0.4758601189,0.3237824440,0.3233756122,0.1378233729,0.9281454077,-0.1223888619
9904538073408,-0.1428932101,-0.4813375175,0.3390015066,0.3132561823,0.1450017441,0.9289790341,-0.1335777398
9904556579408,-0.1496172696,-0.4879457057,0.3535860479,0.3042622454,0.1537008259,0.9290102559,-0.1440155779
9904575087408,-0.1564620584,-0.4935905933,0.3692837059,0.2956661870,0.1634277845,0.9283887713,-0.1548132891
9904593594408,-0.1631957144,-0.4983271956,0.3856344819,0.2860962636,0.1732096753,0.9278475278,-0.1650645370
9904612101408,-0.1697641462,-0.5030112863,0.4014457464,0.2762694239,0.1826056163,0.9274204569,-0.1738438680
9904630607408,-0.1759961098,-0.5070814490,0.4172571003,0.2663664888,0.1911194971,0.9270810135,-0.1817774076
9904649115408,-0.1819302887,-0.5105805993,0.4326329827,0.2569267052,0.1984559815,0.9268448582,-0.1885802224
9904667622408,-0.1873753220,-0.5127275586,0.4483340979,0.2476478920,0.2050952130,0.9266196325,-0.1948910768
9904686130408,-0.1928660572,-0.5144092441,0.4657586515,0.2376433563,0.2108581620,0.9266586117,-0.2009186108
9904704635408,-0.1980267167,-0.5166385174,0.4813441038,0.2277766879,0.2160944764,0.9271588174,-0.2044443323
9904723141408,-0.2025778443,-0.5179432631,0.4977937043,0.2195014083,0.2197066122,0.9274461932,-0.2083067328
9904741648408,-0.2064849436,-0.5192651153,0.5133427382,0.2128006002,0.2213360148,0.9279182251,-0.2114096513
9904760156408,-0.2096875012,-0.5204861164,0.5286551118,0.2062524534,0.2205231016,0.9291171923,-0.2134730196
9904778665408,-0.2126585394,-0.5213382244,0.5441344380,0.2006515325,0.2169217235,0.9308927938,-0.2147615766
9904797169408,-0.2136813253,-0.5221778750,0.5616672635,0.1958122180,0.2119690547,0.9330821877,-0.2146726021
9904815677408,-0.2136707604,-0.5225834250,0.5754115582,0.1976977518,0.2124689010,0.9338179612,-0.2091807361
9904834186408,-0.2122709900,-0.5208284259,0.5864482522,0.2013351677,0.2067231591,0.9366491014,-0.1985400378
9904852691408,-0.2108230740,-0.5191472173,0.5968601704,0.2035001804,0.2040281584,0.9389119698,-0.1881608358
9904871198408,-0.2090020031,-0.5179557800,0.6066061854,0.2038770375,0.2005758344,0.9421121650,-0.1750090192
9904889707408,-0.2065303922,-0.5164135695,0.6161392927,0.2048094562,0.1953054659,0.9453287086,-0.1620570713
9904908212408,-0.2035268992,-0.5152723193,0.6246420145,0.2064133164,0.1895921553,0.9484449151,-0.1479885150
9904926719408,-0.2007590532,-0.5128830671,0.6327674389,0.2095765980,0.1845861447,0.9508340556,-0.1338663641
9904945226408,-0.1977199316,-0.5117652416,0.6385751367,0.2126204314,0.1809050541,0.9530847413,-0.1170273019
9904963734408,-0.1952213943,-0.5103759766,0.6432035565,0.2196717738,0.1801108321,0.9539980364,-0.0958756826
9904982240408,-0.1923960000,-0.5087497234,0.6469996572,0.2275642426,0.1802479155,0.9541790363,-0.0725780344
9905000747408,-0.1902774125,-0.5087252855,0.6494646072,0.2359510011,0.1829663921,0.9531460190,-0.0486116324
9905019255408,-0.1881580204,-0.5070561171,0.6525872946,0.2446852382,0.1874591303,0.9509217358,-0.0271304461
9905037765408,-0.1859155446,-0.5059527755,0.6548611522,0.2522599036,0.1943577180,0.9479059928,-0.0080154424
9905056268408,-0.1832437366,-0.5050008297,0.6571707129,0.2592320923,0.2035859286,0.9440680919,0.0093236217
9905074774408,-0.1797298640,-0.5034016967,0.6599712968,0.2705958902,0.2140640114,0.9382777626,0.0242755722
9905093282408,-0.1761559397,-0.5011416674,0.6630472541,0.2836557885,0.2207833199,0.9324132668,0.0374114843
9905111789408,-0.1723734438,-0.4983730912,0.6672918797,0.2987406487,0.2251888911,0.9261114991,0.0485950549
9905130295408,-0.1678646952,-0.5012457371,0.6685718894,0.3111509730,0.2310844475,0.9199030259,0.0596948330
9905148804408,-0.1650175154,-0.5041162372,0.6709580421,0.3215427315,0.2385917840,0.9138567805,0.0674538148
9905167310408,-0.1617673934,-0.5068176389,0.6741161942,0.3292229701,0.2451073475,0.9091138644,0.0710394665
9905185817408,-0.1583453268,-0.5095484853,0.6781386137,0.3321763754,0.2516959517,0.9061610969,0.0719727028
9905204325408,-0.1549207866,-0.5114277005,0.6810439825,0.3323705128,0.2591952032,0.9037018232,0.0753040745
9905222833408,-0.1520725936,-0.5114402771,0.6834441423,0.3321208638,0.2662377939,0.9012790274,0.0806801315
9905241340408,-0.1494062692,-0.5110348463,0.6858006120,0.3298402181,0.2703468299,0.9004285852,0.0857110555
9905259846408,-0.1464329064,-0.5102902651,0.6880674362,0.3223854677,0.2689747625,0.9028106304,0.0930223252
9905278352408,-0.1429898888,-0.5121216774,0.6901586056,0.3102361010,0.2632154265,0.9077269569,0.1024840117
9905296860408,-0.1397629231,-0.5107437372,0.6931114793,0.2963700295,0.2551533026,0.9134767927,0.1123465485
9905315365408,-0.1358195096,-0.5100933313,0.6966665387,0.2812580332,0.2477584661,0.9186200656,0.1250873148
9905333873408,-0.1311964393,-0.5084609389,0.6995291710,0.2662107479,0.2402026026,0.9230856156,0.1390952685
9905352380408,-0.1257918477,-0.5070630908,0.7025717497,0.2505741736,0.2300716210,0.9276869969,0.1538715971
9905370889408,-0.1202293858,-0.5050879121,0.7060405612,0.2379562066,0.2186285366,0.9315854139,0.1665143340
9905389394408,-0.1141192839,-0.5018401742,0.7081775665,0.2311374018,0.2071679014,0.9340750253,0.1765242456
9905407901408,-0.1086138785,-0.4979036450,0.7105329633,0.2279969834,0.1964074018,0.9357814514,0.1837242043
9905426406408,-0.1032681987,-0.4932858348,0.7130248547,0.2257723131,0.1849428498,0.9373977444,0.1900222978
9905444915408,-0.0979012027,-0.4888593853,0.7157060504,0.2249440387,0.1721586013,0.9389749082,0.1951607473
9905463430408,-0.0927576274,-0.4834474921,0.7185624838,0.2251921889,0.1585368959,0.9406766877,0.1981966194
9905481931408,-0.0875608772,-0.4773958921,0.7214623690,0.2267581855,0.1447870062,0.9422737480,0.1993430007
9905500452408,-0.0822665840,-0.4715121388,0.7244864106,0.2287666442,0.1329401549,0.9436120750,0.1989698211
9905518944408,-0.0769888833,-0.4644153714,0.7269542217,0.2314841591,0.1249395078,0.9441264828,0.1985708639
9905537450408,-0.0714498758,-0.4591586888,0.7289161086,0.2324148670,0.1217700223,0.9445653981,0.1973615973
9905555957408,-0.0652111620,-0.4541435540,0.7301802635,0.2306779442,0.1207161458,0.9457524899,0.1943386892
9905574465408,-0.0581141487,-0.4491541684,0.7310249805,0.2280017885,0.1200265584,0.9473900783,0.1898969439
9905592972408,-0.0505175740,-0.4439356327,0.7318155169,0.2266648093,0.1189943765,0.9485542092,0.1863016767
9905611482408,-0.0426472723,-0.4386347532,0.7326099873,0.2254862639,0.1173004808,0.9495627296,0.1836495700
9905629984408,-0.0347334109,-0.4334971011,0.7331222296,0.2213236664,0.1145149754,0.9515154847,0.1803342381
9905648491408,-0.0271517169,-0.4314628839,0.7328714132,0.2169444091,0.1111896175,0.9533474939,0.1780464779
9905666999408,-0.0190950707,-0.4256096482,0.7328673005,0.2138048193,0.1081683750,0.9551328709,0.1740927938
9905685506408,-0.0111057209,-0.4194242954,0.7330125570,0.2110171554,0.1074099211,0.9564725474,0.1705729613
9905704013408,-0.0034114209,-0.4128030539,0.7327902913,0.2080545952,0.1091565751,0.9573729911,0.1680329833
9905722522408,0.0041195173,-0.4062053561,0.7329509854,0.2062654540,0.1114816913,0.9578248471,0.1661263293
9905741026408,0.0120638972,-0.3996062577,0.7335370183,0.2048033144,0.1124859136,0.9582632623,0.1647241387
9905759534408,0.0207148287,-0.3930154741,0.7345936894,0.2033379254,0.1127909363,0.9587171803,0.1636864714
9905778041408,0.0295822602,-0.3867167234,0.7356723547,0.2039786550,0.1138441101,0.9586343042,0.1626422384
9905796548408,0.0386084132,-0.3801195920,0.7368678451,0.2085784987,0.1171323209,0.9575406891,0.1609063641
9905815054408,0.0471469164,-0.3735095859,0.7379675508,0.2152668514,0.1225743579,0.9556745790,0.1591282769
9905833561408,0.0548740886,-0.3669896722,0.7393662333,0.2240356050,0.1288630064,0.9529727068,0.1582573647
9905852070408,0.0625117123,-0.3588468432,0.7412173748,0.2320239072,0.1326049850,0.9507656593,0.1569250954
9905870577408,0.0691641569,-0.3504216373,0.7415642738,0.2377124901,0.1300763651,0.9504256946,0.1525251137
9905889083408,0.0761961564,-0.3409654200,0.7408502102,0.2407133061,0.1191312561,0.9527803378,0.1416844237
9905907591408,0.0836010277,-0.3315770030,0.7386218905,0.2413545128,0.0961435969,0.9579002963,0.1221942319
9905926100408,0.0938775763,-0.3228233755,0.7373866439,0.2361508548,0.0651297925,0.9648314471,0.0953475883
9905944604408,0.1058981493,-0.3136943877,0.7373034954,0.2266047575,0.0278802027,0.9714993742,0.0637333834
9905963112408,0.1174826249,-0.3060691357,0.7367737293,0.2167228327,-0.0093818140,0.9756792852,0.0315139296
9905981617408,0.1291558594,-0.2987145185,0.7365250587,0.2072974376,-0.0400739448,0.9774564782,0.0008273883
9906000125408,0.1401751637,-0.2921217382,0.7359392643,0.1983571516,-0.0623761570,0.9778125965,-0.0254201034
9906018632408,0.1516871005,-0.2851233184,0.7361781597,0.1909511859,-0.0745863254,0.9776206142,-0.0472489080
9906037138408,0.1639667898,-0.2792764008,0.7377969027,0.1856035057,-0.0788397007,0.9773590706,-0.0640693948
9906055646408,0.1742137223,-0.2757503688,0.7381393313,0.1833812354,-0.0775890151,0.9769885846,-0.0764498064
9906074155408,0.1838123649,-0.2728710473,0.7386490107,0.1840690622,-0.0744403357,0.9764479130,-0.0844197250
9906092661408,0.1918952465,-0.2726264000,0.7396525741,0.1885808594,-0.0719812824,0.9755302856,-0.0871585699
9906111166408,0.2018731087,-0.2694845498,0.7409503460,0.1961690559,-0.0709922436,0.9740915522,-0.0873123747
9906129672408,0.2121981084,-0.2660482824,0.7424851656,0.2060976786,-0.0728427847,0.9721116482,-0.0849506860
9906148181408,0.2230021656,-0.2618401945,0.7439235449,0.2187010008,-0.0790760970,0.9692367661,-0.0806035627
9906166687408,0.2318528891,-0.2593849301,0.7450208068,0.2337797375,-0.0879096367,0.9654695151,-0.0740779694
9906185194408,0.2435068488,-0.2530744672,0.7475037575,0.2481480077,-0.0968791688,0.9614243450,-0.0685581635
9906203702408,0.2545845807,-0.2467738092,0.7501993775,0.2617763777,-0.1052614857,0.9572786322,-0.0633306255
9906222208408,0.2629927397,-0.2426686734,0.7532514334,0.2744611057,-0.1124700769,0.9532653179,-0.0575049302
9906240716408,0.2728875279,-0.2371654063,0.7563527822,0.2834573240,-0.1190987391,0.9500776032,-0.0531035187
9906259224408,0.2825182080,-0.2313978672,0.7598112822,0.2883162012,-0.1264089561,0.9478217340,-0.0502842371
9906277732408,0.2920085192,-0.2256898433,0.7629525065,0.2900292050,-0.1361804945,0.9460061048,-0.0490956492
9906296236408,0.2999076843,-0.2212347686,0.7653430104,0.2906220239,-0.1479645511,0.9440727174,-0.0487035435
9906314743408,0.3076945543,-0.2168871164,0.7666912675,0.2908269033,-0.1603978798,0.9419886035,-0.0484737396
9906333251408,0.3165056705,-0.2114511430,0.7684543729,0.2895893554,-0.1712938755,0.9404459323,-0.0485578196
9906351757408,0.3247201443,-0.2075029016,0.7710112333,0.2884921973,-0.1800246205,0.9392060460,-0.0474909609
