#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z [],v_RS_R_x [m s^-1],v_RS_R_y [m s^-1],v_RS_R_z [m s^-1],w_RS_R_x [rad s^-1],w_RS_R_y [rad s^-1],w_RS_R_z [rad s^-1]
1403636859501666560,0.0164303537,0.0695806444,0.1492450386,0.5720068174,-0.0928365358,-0.8141108690,-0.0375908424,-0.0220229290,0.0654260144,0.4059138894,0.0272753381,-0.1557588897,-0.0681244244
1403636859551666432,0.0151398880,0.0721460506,0.1698218286,0.5689756746,-0.0934382955,-0.8160108746,-0.0407703212,-0.0337637812,0.0600649565,0.4446744919,0.0756570464,-0.1530831263,-0.0898460155
1403636859601666560,0.0131848548,0.0746965855,0.1911592782,0.5678930733,-0.0944236642,-0.8163857251,-0.0457818385,-0.0423034094,0.0561864711,0.4449361861,0.1364947768,-0.0609916856,-0.1465849186
1403636859651666432,0.0111934682,0.0770258307,0.2128398865,0.5692028106,-0.0955024163,-0.8150296382,-0.0511286381,-0.0440697223,0.0424084961,0.4610807896,0.1575288538,0.0553558904,-0.1594082051
1403636859701666560,0.0084971171,0.0795944780,0.2366345376,0.5727506792,-0.0969268442,-0.8121705532,-0.0542295008,-0.0489632599,0.0377127975,0.4615457058,0.0880609624,0.1718287451,-0.1207052464
1403636859751666432,0.0059100948,0.0814036056,0.2609055042,0.5768180756,-0.0967859198,-0.8089497224,-0.0592768084,-0.0463140979,0.0297936853,0.4551501274,0.1899578679,0.1860537342,-0.1147215473
1403636859801666560,0.0034935253,0.0826744735,0.2840855122,0.5800774107,-0.0960783960,-0.8062682761,-0.0648891852,-0.0375612378,0.0224638693,0.4527087808,0.2169071865,0.1439290688,-0.1092523269
1403636859851666432,0.0021885938,0.0844303817,0.3082932532,0.5828603328,-0.0951728121,-0.8039265029,-0.0701294967,-0.0212728735,0.0089396276,0.4199729562,0.2067915635,0.1215990807,-0.0941630928
1403636859901666560,0.0015816631,0.0851298794,0.3301003575,0.5845474195,-0.0948842773,-0.8024891654,-0.0728864023,-0.0081055835,0.0045763282,0.3979696631,0.1058355338,0.0764577043,-0.0557364151
1403636859951666432,0.0015288339,0.0854841545,0.3489821851,0.5856647974,-0.0954732355,-0.8014827215,-0.0742095247,0.0051911976,0.0083944658,0.3318692744,0.0358759205,0.0560954383,-0.0504047434
1403636860001666560,0.0018063487,0.0863005817,0.3641017675,0.5856396006,-0.0962000348,-0.8012547556,-0.0759119770,0.0067156530,0.0259328429,0.2389586419,0.0381334015,0.0001885444,-0.0641285897
1403636860051666432,0.0028817209,0.0879237428,0.3728926778,0.5848500969,-0.0973914728,-0.8015256632,-0.0776007501,0.0070657665,0.0429443307,0.0987267196,0.0223548262,-0.0345306555,-0.0791014372
1403636860101666560,0.0036961725,0.0901997462,0.3740485609,0.5833752659,-0.0999843239,-0.8022830359,-0.0775781187,0.0057902257,0.0486293696,-0.0628271103,-0.0694790313,-0.0568660672,-0.0842274007
1403636860151666432,0.0042031929,0.0927296057,0.3666632771,0.5809535170,-0.1016717218,-0.8039089144,-0.0767224179,0.0126635078,0.0514724813,-0.2268759459,-0.0815671705,-0.1069990327,-0.0351956960
1403636860201666560,0.0057706647,0.0946094990,0.3501945138,0.5781317813,-0.1030009588,-0.8059008528,-0.0753542391,0.0275582410,0.0342035517,-0.3822611570,-0.0924733302,-0.1273821901,-0.0115081518
1403636860251666432,0.0075100781,0.0955078453,0.3269759417,0.5742640280,-0.1046285441,-0.8087747986,-0.0718123886,0.0345612541,0.0176378693,-0.4973190427,-0.1764129968,-0.1716449648,0.0296223263
1403636860301666560,0.0094077345,0.0958434567,0.2989406586,0.5683215151,-0.1067846918,-0.8129811727,-0.0683322610,0.0432483107,0.0183451753,-0.5528727770,-0.1990683570,-0.2681130383,0.0107214921
1403636860351666432,0.0116389720,0.0963479131,0.2696096301,0.5602071515,-0.1093019995,-0.8184519472,-0.0660108359,0.0479874909,0.0095894178,-0.5847723484,-0.1823331422,-0.3714507133,-0.0279000018
1403636860401666560,0.0141633302,0.0965344086,0.2395656258,0.5509830402,-0.1125974517,-0.8244513404,-0.0633994529,0.0610053875,0.0009675464,-0.5825837851,-0.2155110805,-0.4163057584,-0.0474969534
1403636860451666432,0.0173493810,0.0964521691,0.2098871469,0.5418192067,-0.1155729425,-0.8302820796,-0.0608811183,0.0543854013,-0.0036729262,-0.5675909519,-0.2046922379,-0.4118330241,-0.0396027177
1403636860501666560,0.0204893313,0.0961001739,0.1821106076,0.5327522033,-0.1185296522,-0.8359738987,-0.0572140911,0.0590912774,-0.0140127102,-0.5204466581,-0.2416486364,-0.4003397194,-0.0144893467
1403636860551666432,0.0234446395,0.0953979716,0.1575974226,0.5254666753,-0.1200617316,-0.8406273042,-0.0530630680,0.0552194491,-0.0048153787,-0.4532311261,-0.2166502444,-0.3196037404,0.0426175792
1403636860601666560,0.0265402514,0.0950887725,0.1366932094,0.5190048607,-0.1214756396,-0.8446040412,-0.0502159054,0.0575126633,-0.0149340546,-0.3804272413,-0.1649293842,-0.2841928375,0.0176837415
1403636860651666432,0.0292916484,0.0947072506,0.1198084950,0.5148472812,-0.1210948831,-0.8473836226,-0.0470032173,0.0577461049,-0.0047892840,-0.3018664420,-0.1264194203,-0.1833208078,0.0847152778
1403636860701666560,0.0317494199,0.0943408608,0.1074134633,0.5125452410,-0.1190993741,-0.8491514540,-0.0453268487,0.0460146368,-0.0058364328,-0.1980348080,-0.0302001572,-0.1100667991,0.1063962946
1403636860751666432,0.0335945673,0.0940338075,0.1008487493,0.5109680747,-0.1162902606,-0.8504032849,-0.0469303192,0.0369558372,0.0000374761,-0.0757983029,0.1022727514,-0.0919674021,0.0656449675
1403636860801666560,0.0352278911,0.0939459950,0.1002568454,0.5108830906,-0.1124821077,-0.8508378825,-0.0492050906,0.0235593729,0.0027318930,0.0522445068,0.1540016751,-0.0295035368,0.0849073159
1403636860851666432,0.0361483954,0.0941104367,0.1065129712,0.5107794174,-0.1089696463,-0.8512449478,-0.0511081382,0.0106184799,0.0076630167,0.1907742172,0.1352787520,-0.0273226070,0.0822799005
1403636860901666560,0.0363718271,0.0945493057,0.1197603941,0.5106499516,-0.1059269252,-0.8516669411,-0.0517642247,-0.0003820439,0.0129745658,0.3265796900,0.0830789018,-0.0221101372,0.0917740432
1403636860951666432,0.0363194235,0.0950737521,0.1392878294,0.5114464642,-0.1032009250,-0.8515265388,-0.0517168927,-0.0099039599,0.0134554626,0.4395370781,0.0577346562,0.0245586681,0.0948872820
1403636861001666560,0.0354695022,0.0958419740,0.1642331630,0.5138324560,-0.1010525015,-0.8502845269,-0.0527335039,-0.0250481833,0.0213736705,0.5286407471,0.0909977449,0.0980372768,0.0521886477
1403636861051666432,0.0339397229,0.0969855711,0.1925567538,0.5185068532,-0.1001433819,-0.8475195253,-0.0532221799,-0.0366097465,0.0235015284,0.5819744468,0.0600331230,0.2119213094,0.0195601413
1403636861101666560,0.0316825360,0.0984025151,0.2229447663,0.5254632499,-0.0995225546,-0.8432067100,-0.0546450208,-0.0486913249,0.0301166382,0.6149720550,0.0981594101,0.3182579223,-0.0109302900
1403636861151666432,0.0293420553,0.0996818617,0.2538549006,0.5344260032,-0.0989768449,-0.8375001671,-0.0564437886,-0.0524135530,0.0384928472,0.6234038472,0.1202951922,0.4138968529,-0.0225285047
1403636861201666560,0.0269164909,0.1013525650,0.2856552899,0.5444471693,-0.0975674291,-0.8310579439,-0.0583144113,-0.0504534617,0.0334059112,0.6312682629,0.1470177217,0.4628469376,0.0043472261
1403636861251666432,0.0249090698,0.1032597497,0.3171379864,0.5546845937,-0.0963015627,-0.8242898506,-0.0599771019,-0.0366681032,0.0366482511,0.6233394146,0.1385841791,0.4782823539,0.0033362976
1403636861301666560,0.0233686604,0.1049879119,0.3480061591,0.5645675566,-0.0959517940,-0.8175538643,-0.0605178167,-0.0295803137,0.0359199867,0.5898746252,0.0798203761,0.4723990479,-0.0027020569
1403636861351666432,0.0220919438,0.1070249379,0.3759636879,0.5729920606,-0.0961315514,-0.8115569584,-0.0617586160,-0.0196233243,0.0416197069,0.5110841393,0.0833697602,0.4066070328,-0.0365230614
1403636861401666560,0.0208639856,0.1090770289,0.3996971250,0.5803420036,-0.0976744682,-0.8061152223,-0.0619766535,-0.0284308568,0.0355777480,0.4029283524,0.0134204111,0.3662961980,-0.0578526341
1403636861451666432,0.0200499110,0.1111539900,0.4167674482,0.5861582648,-0.0979816076,-0.8017340751,-0.0635654468,-0.0161532257,0.0352935977,0.2535270452,0.0776862611,0.2838030148,-0.0494840672
1403636861501666560,0.0194044467,0.1128226966,0.4255709946,0.5899684930,-0.0991136937,-0.7987304201,-0.0643690069,-0.0192241129,0.0304564536,0.0833197758,0.0217968715,0.1923457007,-0.0572300777
1403636861551666432,0.0191247314,0.1144943759,0.4257761240,0.5908539309,-0.0997531789,-0.7978396435,-0.0662784951,-0.0125409495,0.0292142984,-0.0847421363,0.0517196849,0.0433866699,-0.0667445337
1403636861601666560,0.0190308597,0.1154727936,0.4171144068,0.5893157929,-0.1000016489,-0.7989441227,-0.0662937046,-0.0079938006,0.0191385280,-0.2498184294,-0.0144524553,-0.0745927491,-0.0079598263
1403636861651666432,0.0189086515,0.1161774173,0.4005402625,0.5855063919,-0.1004005887,-0.8018306442,-0.0645724781,-0.0039615668,0.0099711483,-0.3836701512,-0.0873033988,-0.1818411947,0.0292695206
1403636861701666560,0.0189432334,0.1161176786,0.3780474365,0.5807947746,-0.1002275657,-0.8053705780,-0.0633253266,0.0045020953,-0.0047631394,-0.4840392470,-0.0640134081,-0.2294620334,0.0368049673
1403636861751666432,0.0192867946,0.1157632843,0.3521168828,0.5758093521,-0.0996799680,-0.8090848223,-0.0623638063,0.0185992904,-0.0107616037,-0.5280679464,-0.0476492688,-0.2444275374,0.0422416379
1403636861801666560,0.0206928607,0.1147479862,0.3243312240,0.5711596612,-0.0989326761,-0.8124760990,-0.0622218252,0.0208495259,-0.0218758099,-0.5622423887,-0.0143820883,-0.2298876855,0.0293779511
1403636861851666432,0.0219091065,0.1131494865,0.2955762744,0.5666184351,-0.0986485766,-0.8158628834,-0.0598311193,0.0352799557,-0.0425531790,-0.5768224597,-0.0976061778,-0.2162095380,0.0659525463
1403636861901666560,0.0232372340,0.1106087193,0.2663241625,0.5606267014,-0.0984983323,-0.8202197187,-0.0568805167,0.0271049719,-0.0460149944,-0.5776587725,-0.1269572722,-0.2830027909,0.0746305237
1403636861951666432,0.0247135498,0.1078227162,0.2368744910,0.5528424680,-0.0994457996,-0.8255835923,-0.0537351900,0.0299753472,-0.0545492992,-0.5825399756,-0.1673179556,-0.3611353772,0.0428721918
1403636862001666560,0.0261776857,0.1047395095,0.2076663226,0.5443149159,-0.1008163532,-0.8312877936,-0.0501790750,0.0367014706,-0.0654509813,-0.5688124299,-0.1939280158,-0.3906645678,0.0377404176
1403636862051666432,0.0276643969,0.1013704687,0.1798875779,0.5368474211,-0.1029222028,-0.8360840215,-0.0465335965,0.0329808705,-0.0681757033,-0.5249041319,-0.2068119737,-0.3338103111,0.0137021553
1403636862101666560,0.0293697845,0.0982732922,0.1544612795,0.5310024501,-0.1045848257,-0.8397325090,-0.0441330438,0.0265907794,-0.0597954504,-0.4768600464,-0.1468407195,-0.2608469673,0.0000864384
1403636862151666432,0.0301189329,0.0959463492,0.1328851730,0.5264291883,-0.1059056872,-0.8426249457,-0.0404906907,0.0236457940,-0.0439389236,-0.3931941688,-0.1746388891,-0.1974811250,0.0370244132
1403636862201666560,0.0315731689,0.0942815393,0.1162182763,0.5231655233,-0.1044286786,-0.8448780763,-0.0396676510,0.0251762792,-0.0194898527,-0.2677336037,-0.0141138016,-0.1563520766,0.0713723450
1403636862251666432,0.0328090899,0.0935559347,0.1065226793,0.5195019811,-0.1018892372,-0.8473329495,-0.0419898515,0.0258685667,-0.0114918808,-0.1294756830,0.1124235371,-0.1889130476,0.0416666521
1403636862301666560,0.0346549153,0.0930350721,0.1035008579,0.5161005733,-0.0996687165,-0.8495890895,-0.0436431457,0.0147153297,0.0016395589,0.0308223777,0.0845262751,-0.1726357092,0.0443873642
1403636862351666432,0.0350316204,0.0933336020,0.1093090996,0.5126606644,-0.0976287614,-0.8518582287,-0.0445558786,-0.0001615079,0.0067132683,0.2070932537,0.0554557930,-0.1709456284,0.0535241492
1403636862401666560,0.0347892754,0.0937616676,0.1237414554,0.5108690821,-0.0969035618,-0.8530455766,-0.0439968739,-0.0029761079,0.0092755212,0.3597877920,-0.0132889666,-0.0845045678,0.0376175662
1403636862451666432,0.0338785835,0.0945083573,0.1451353878,0.5113998186,-0.0964431936,-0.8527941325,-0.0437161710,-0.0171221141,0.0188948903,0.4773077965,0.0023291469,0.0235258137,0.0214041543
1403636862501666560,0.0321774445,0.0959161445,0.1713667810,0.5138153015,-0.0959338393,-0.8512902163,-0.0457766540,-0.0357944705,0.0335182138,0.5562567711,0.0926541129,0.1043209763,-0.0263521117
1403636862551666432,0.0296658985,0.0981699228,0.2014027834,0.5173278135,-0.0965555922,-0.8488234360,-0.0504749983,-0.0571117587,0.0503636003,0.6197862029,0.1652046702,0.1534161630,-0.1207703300
1403636862601666560,0.0266038403,0.1014466062,0.2340980172,0.5215874645,-0.0964733015,-0.8457154202,-0.0583510667,-0.0585910864,0.0593506694,0.6637604833,0.2918489418,0.1783591153,-0.1635920090
1403636862651666432,0.0242550746,0.1042277366,0.2676948011,0.5271990708,-0.0974469076,-0.8417300878,-0.0636843718,-0.0568855703,0.0440143682,0.6797858477,0.1910651828,0.2546763390,-0.1464907972
1403636862701666560,0.0216644071,0.1061701402,0.3023098409,0.5329145029,-0.0977417648,-0.8377437334,-0.0680743509,-0.0511571877,0.0264539551,0.6954510808,0.1740234740,0.2601399378,-0.1034831979
1403636862751666432,0.0189998392,0.1071186066,0.3364713490,0.5380311065,-0.1013680632,-0.8341156922,-0.0670675493,-0.0538694784,0.0215779096,0.6854661107,-0.0811555872,0.2626071274,-0.1003080019
1403636862801666560,0.0166557282,0.1085040420,0.3707764745,0.5408224158,-0.1038908229,-0.8319345243,-0.0678436345,-0.0418025032,0.0265029203,0.6833263040,-0.0112297329,0.1436935451,-0.1022291097
1403636862851666432,0.0151098007,0.1093382835,0.4041794538,0.5434488289,-0.1089581253,-0.8296997586,-0.0662556246,-0.0282174814,0.0126178609,0.6461941004,-0.1454875891,0.1560966020,-0.1364340060
1403636862901666560,0.0144638522,0.1102928966,0.4349784255,0.5465895342,-0.1120874395,-0.8272856184,-0.0653818972,-0.0140464073,0.0117096538,0.5798491240,-0.0769360556,0.1688138446,-0.0870607967
1403636862951666432,0.0143353799,0.1104319543,0.4609638453,0.5507781634,-0.1152023327,-0.8242515518,-0.0630968824,0.0020225954,0.0026682783,0.4373303354,-0.1170035982,0.2233365569,-0.0557669863
1403636863001666560,0.0149776880,0.1107852533,0.4793227315,0.5554944714,-0.1147090164,-0.8212125067,-0.0622716044,0.0111317495,0.0101180710,0.2698135674,0.0130622440,0.2250090833,0.0323457364
1403636863051666432,0.0153697599,0.1113260165,0.4889612198,0.5596829254,-0.1121481875,-0.8185058845,-0.0650071083,0.0047728326,0.0190451778,0.0904482752,0.1727197794,0.1787964399,0.0213512007
1403636863101666560,0.0158981718,0.1120672822,0.4892262816,0.5628634826,-0.1091800615,-0.8163201736,-0.0698984134,0.0090968022,0.0157087129,-0.0837656558,0.2465434017,0.1234050465,-0.0138607153
1403636863151666432,0.0165778920,0.1127849594,0.4806763232,0.5651019917,-0.1058683602,-0.8147975095,-0.0745429257,0.0060791713,0.0062090335,-0.2553770840,0.2402533029,0.0778335700,0.0031762648
1403636863201666560,0.0170765258,0.1130090654,0.4639057219,0.5652403022,-0.1032836473,-0.8146695782,-0.0784179017,0.0055991737,-0.0089222165,-0.3966957629,0.1856852467,-0.0167168255,-0.0034789166
1403636863251666432,0.0174757186,0.1121129468,0.4404988885,0.5642214174,-0.1016993851,-0.8153846509,-0.0803697596,0.0123487562,-0.0049846494,-0.5233027339,0.0929723374,-0.0624031121,0.0072535447
1403636863301666560,0.0180540141,0.1122880429,0.4117553234,0.5626016606,-0.1001612500,-0.8163797494,-0.0834937133,0.0125049492,-0.0227871556,-0.5953946114,0.1268147520,-0.0929401850,-0.0214963350
1403636863351666432,0.0191932321,0.1110698432,0.3799895644,0.5609782062,-0.1001205917,-0.8172825173,-0.0856072786,0.0133024314,0.0028456291,-0.6366973519,0.0604147811,-0.0819341604,-0.0480413303
1403636863401666560,0.0199386589,0.1106341705,0.3475596309,0.5589639380,-0.1009257555,-0.8182025311,-0.0889827285,0.0214601457,-0.0231047552,-0.6516875029,0.0810635093,-0.0972543479,-0.1052769818
1403636863451666432,0.0211021174,0.1100477800,0.3136798739,0.5568936036,-0.1026344816,-0.8193278871,-0.0896520545,0.0239546280,-0.0148435188,-0.6834318638,-0.0286624883,-0.0895400168,-0.0737146873
1403636863501666560,0.0226561110,0.1093703285,0.2785051465,0.5531477310,-0.1064308207,-0.8216405478,-0.0872174200,0.0345345400,-0.0305130612,-0.6943035126,-0.1880292199,-0.1506716844,-0.0741235224
1403636863551666432,0.0243750364,0.1080979183,0.2436278611,0.5490327902,-0.1085301604,-0.8248659710,-0.0798769643,0.0541264229,-0.0289183054,-0.6767157316,-0.3164745527,-0.1680343505,0.0927953115
1403636863601666560,0.0271548312,0.1066334918,0.2099738270,0.5434946869,-0.1109727592,-0.8288445252,-0.0729062761,0.0563381910,-0.0330420919,-0.6469353437,-0.3203964295,-0.2320398079,0.0720708689
1403636863651666432,0.0303355325,0.1048106998,0.1785104275,0.5375783192,-0.1129620618,-0.8329462020,-0.0667064308,0.0639892444,-0.0305496175,-0.5884565711,-0.2870243203,-0.2520022788,0.0697850512
1403636863701666560,0.0333190784,0.1035985723,0.1506893039,0.5321770856,-0.1151976127,-0.8365483800,-0.0608594076,0.0461160988,-0.0200957786,-0.5116234422,-0.2769015378,-0.2250333732,0.0531106513
1403636863751666432,0.0355847776,0.1028785855,0.1279173642,0.5264243418,-0.1183151215,-0.8400158181,-0.0570295520,0.0412087068,-0.0084470538,-0.3900003433,-0.2294694389,-0.2410761951,-0.0208184360
1403636863801666560,0.0376146287,0.1026246846,0.1121888906,0.5202042918,-0.1195609910,-0.8438581004,-0.0547372870,0.0404635221,-0.0010786246,-0.2318635732,-0.1414588379,-0.2762160783,0.0104011757
1403636863851666432,0.0397585556,0.1026104242,0.1050675511,0.5149297307,-0.1198080832,-0.8471117542,-0.0538058685,0.0380508229,0.0015486088,-0.0536027402,-0.0689306850,-0.2407485672,0.0150526191
1403636863901666560,0.0404834002,0.1031926945,0.1070896387,0.5111770334,-0.1192049092,-0.8495467409,-0.0525220453,0.0251660701,0.0126260631,0.1338803172,-0.0543028415,-0.1724579107,0.0504739985
1403636863951666432,0.0414445624,0.1038289294,0.1186149716,0.5093501673,-0.1181300773,-0.8509235159,-0.0503672721,0.0100690937,0.0154970251,0.3212490976,-0.0628496234,-0.0822154304,0.0833106897
1403636864001666560,0.0415394455,0.1046275049,0.1391323954,0.5095705382,-0.1164716480,-0.8510569321,-0.0497425384,0.0019517766,0.0138862338,0.4783584476,0.0132973045,0.0043932924,0.0702504420
1403636864051666432,0.0411221348,0.1051777154,0.1658757031,0.5116817573,-0.1145775755,-0.8500907389,-0.0489846320,-0.0079097217,0.0187929980,0.5907897353,0.0245641073,0.0913271738,0.0796264753
1403636864101666560,0.0399011485,0.1062983274,0.1990493238,0.5141208937,-0.1111395043,-0.8488809953,-0.0522376591,-0.0284474678,0.0249374583,0.6944100857,0.1945322955,0.0860543814,0.0495612623
1403636864151666432,0.0383333564,0.1075329706,0.2350178510,0.5171671375,-0.1091516213,-0.8469674963,-0.0571851008,-0.0382014289,0.0300883427,0.7311722636,0.2264147870,0.1166398932,-0.0363860927
1403636864201666560,0.0364801362,0.1087929308,0.2721428573,0.5205994656,-0.1083805298,-0.8446399860,-0.0617507189,-0.0500028096,0.0165120196,0.7336171865,0.1909389991,0.1427342576,-0.0706351449
1403636864251666432,0.0344733819,0.1094851419,0.3084139228,0.5227140140,-0.1082977419,-0.8431629461,-0.0641709039,-0.0457091443,0.0077974373,0.7041088939,0.0963071857,0.0915030323,-0.0487813652
1403636864301666560,0.0322571658,0.1093126163,0.3425527215,0.5249258921,-0.1080410937,-0.8418459964,-0.0638376703,-0.0444329642,-0.0029814402,0.6567191482,0.0070893783,0.1029190837,0.0155958839
1403636864351666432,0.0306619108,0.1086119860,0.3742609024,0.5275458703,-0.1084408389,-0.8401942864,-0.0633206145,-0.0389740989,-0.0106535321,0.6207435131,-0.0102644989,0.1261615580,-0.0030523015
1403636864401666560,0.0287510790,0.1079773009,0.4037854373,0.5317486852,-0.1098097433,-0.8373476440,-0.0635144008,-0.0331170782,-0.0050641820,0.5615220666,0.0030666551,0.2039436605,-0.0517978752
1403636864451666432,0.0269056670,0.1075551584,0.4309065938,0.5387038750,-0.1124698181,-0.8324812304,-0.0642158557,-0.0451517925,-0.0087607410,0.5197936893,0.0098283681,0.3401472761,-0.1077229066
1403636864501666560,0.0249269772,0.1071902886,0.4542376995,0.5477286014,-0.1158042334,-0.8260967781,-0.0643962104,-0.0359655991,-0.0123386662,0.4033580124,-0.0088452997,0.4458520649,-0.1204633107
1403636864551666432,0.0228483547,0.1066025421,0.4722245634,0.5574616524,-0.1187823805,-0.8193391170,-0.0617305719,-0.0448182002,-0.0169335175,0.2889477611,-0.0908424206,0.4897052127,-0.0462407424
1403636864601666560,0.0210733078,0.1062151939,0.4840989709,0.5649057463,-0.1195494573,-0.8140028480,-0.0631568563,-0.0232195649,-0.0011693212,0.1406964809,0.0781862420,0.3580817416,-0.0639176138
1403636864651666432,0.0201107860,0.1062455997,0.4872654974,0.5701527637,-0.1186855966,-0.8102795541,-0.0654721265,-0.0114898747,-0.0022505065,-0.0344937257,0.1294039975,0.2417244997,-0.0287385823
1403636864701666560,0.0198904313,0.1068913937,0.4812858701,0.5716366123,-0.1156496768,-0.8093080452,-0.0698371226,-0.0023270275,0.0089067277,-0.1899351031,0.2203015219,0.0415765269,-0.0018769763
1403636864751666432,0.0205127802,0.1070388034,0.4676942229,0.5702595382,-0.1129785711,-0.8103211651,-0.0736173274,0.0096336268,-0.0042396877,-0.3444969654,0.1742507729,-0.0926940301,0.0008736035
1403636864801666560,0.0210309047,0.1069117412,0.4465386569,0.5672959374,-0.1112022711,-0.8125586063,-0.0745512281,0.0026421228,-0.0068874611,-0.4577292800,0.0508069652,-0.1565467800,0.0376567458
1403636864851666432,0.0213498008,0.1061220989,0.4204934835,0.5635731833,-0.1107843149,-0.8151974702,-0.0746001827,0.0045816270,-0.0222248212,-0.5481421351,-0.0133531158,-0.1823441305,0.0131102371
1403636864901666560,0.0211902503,0.1051598713,0.3916109502,0.5594690492,-0.1115729372,-0.8178744388,-0.0750150985,0.0083718309,-0.0097626047,-0.5852256417,-0.0304234105,-0.1936595968,-0.0354529089
1403636864951666432,0.0208227225,0.1055833697,0.3611646593,0.5546918443,-0.1122703613,-0.8208556074,-0.0768660893,-0.0027637193,-0.0073737274,-0.6080937982,0.0146821825,-0.2291710842,-0.0652694429
1403636865001666560,0.0209577382,0.1058226451,0.3299416900,0.5494932951,-0.1135009789,-0.8239090774,-0.0796773408,0.0025897457,0.0024083746,-0.6243871450,0.0322668315,-0.2472820753,-0.1050531549
1403636865051666432,0.0208732001,0.1058970615,0.2988699079,0.5443901114,-0.1137553539,-0.8272717726,-0.0795018256,0.0083891256,-0.0069745532,-0.6188338995,-0.0452617148,-0.2404880714,-0.0055231015
1403636865101666560,0.0211165119,0.1061577499,0.2679253519,0.5392248307,-0.1155355876,-0.8305356004,-0.0780943436,-0.0024418831,0.0028018663,-0.5950542688,-0.1192233520,-0.2299308808,-0.0298357038
