#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
7671752766215,0.3209328055,0.1455635279,1.0240588188,0.3523915411,-0.8405321839,0.1084393710,0.3969467879
7671786055115,0.3157981634,0.1470941305,1.0332523584,0.3568570282,-0.8471450725,0.0862367517,0.3841373586
7671819346015,0.3077722788,0.1535123289,1.0450006723,0.3606426158,-0.8498005254,0.0731482528,0.3773927714
7671852635315,0.3005177081,0.1602208316,1.0571101904,0.3597911321,-0.8521943742,0.0604748432,0.3750438416
7671885924015,0.2943268120,0.1682054400,1.0669190884,0.3611300235,-0.8528894058,0.0396912874,0.3749524895
7671919213615,0.2873701751,0.1788789630,1.0749850273,0.3710284743,-0.8482163352,0.0162943765,0.3776260229
7671952504315,0.2748476267,0.1966661215,1.0859813690,0.3760970531,-0.8423475618,0.0067522931,0.3859481809
7671985791615,0.2598305643,0.2170740813,1.0974235535,0.3708899926,-0.8388186717,0.0089657167,0.3984262358
7672019082515,0.2475808710,0.2412196696,1.1062873602,0.3635912943,-0.8378467120,0.0133872956,0.4069828476
7672052370415,0.2357551157,0.2716219723,1.1112757921,0.3576833218,-0.8380200057,0.0171124167,0.4116943971
7672085717815,0.2263854593,0.3091994226,1.1145532131,0.3551294180,-0.8368416258,0.0249902788,0.4158781982
7672118952315,0.2172647417,0.3508886993,1.1166217327,0.3666275502,-0.8292626200,0.0480697906,0.4190430071
7672152238415,0.2123655081,0.3945402503,1.1190108061,0.3853103455,-0.8196163638,0.0795433136,0.4164586595
7672185529115,0.2118925452,0.4398630559,1.1147085428,0.4127186584,-0.8095178707,0.1144995545,0.4015395099
7672218826115,0.2183132172,0.4828765094,1.1059206724,0.4404084920,-0.8045574912,0.1424621324,0.3720647045
7672252119915,0.2290443480,0.5182440877,1.0958046913,0.4587702976,-0.8060803953,0.1553508514,0.3400445901
7672285397215,0.2425365001,0.5464797616,1.0857181549,0.4648593039,-0.8144538948,0.1590034505,0.3086884896
7672318692515,0.2561417222,0.5638763309,1.0758049488,0.4652557388,-0.8251327898,0.1567271804,0.2795166680
7672351975515,0.2686215341,0.5746717453,1.0699759722,0.4686172040,-0.8299233441,0.1513551387,0.2621388584
7672385265715,0.2794094086,0.5809392333,1.0682650805,0.4780895806,-0.8282129931,0.1462432176,0.2531926385
7672418592115,0.2872240543,0.5866936445,1.0693531036,0.4999763180,-0.8178692745,0.1427654272,0.2464377488
7672451844315,0.2953435481,0.5948749781,1.0728996992,0.5187031223,-0.8103816810,0.1342971077,0.2370503931
7672485134015,0.3023444414,0.6012677550,1.0740008354,0.5369104053,-0.8036283114,0.1303966768,0.2211457899
7672518422015,0.3053686321,0.6118239760,1.0743365288,0.5506984666,-0.7977141846,0.1322195697,0.2071262030
7672551712215,0.3056553602,0.6217314601,1.0733660460,0.5639816092,-0.7903819912,0.1414710772,0.1928911266
7672585002615,0.3069503009,0.6310929060,1.0740705729,0.5767765017,-0.7837005006,0.1453266732,0.1789484576
7672618289915,0.3103260100,0.6417976022,1.0748152733,0.5951316896,-0.7745795772,0.1470203982,0.1556590930
7672651580115,0.3186106682,0.6562631726,1.0765767097,0.6155673583,-0.7637166632,0.1477299713,0.1264497581
7672684870015,0.3263345063,0.6703031659,1.0776873827,0.6285870274,-0.7545537472,0.1545811496,0.1078501723
7672718158315,0.3306733370,0.6790475845,1.0785354376,0.6259581442,-0.7529304022,0.1757096945,0.1019721254
7672751448615,0.3335833848,0.6837924719,1.0775591135,0.6130913477,-0.7596696591,0.1959259504,0.0929194835
7672784736915,0.3400044143,0.6922625899,1.0770353079,0.6175598228,-0.7511783505,0.2207410685,0.0749955442
7672818027515,0.3476216197,0.6980453134,1.0775394440,0.6167635004,-0.7388720728,0.2637933059,0.0639056829
7672851321015,0.3558873236,0.7026631236,1.0767978430,0.6177828523,-0.7252356658,0.3010138674,0.0420503035
7672884605215,0.3635947108,0.7085860372,1.0745172501,0.6185703297,-0.7119175218,0.3322610270,0.0121160737
7672917895515,0.3726324737,0.7147973776,1.0715483427,0.6237738397,-0.6925482978,0.3616393911,-0.0223607446
7672951211815,0.3822326958,0.7209826708,1.0691760778,0.6240748950,-0.6755631719,0.3880639120,-0.0595930068
7672984473615,0.3905880749,0.7246396542,1.0643533468,0.6141132207,-0.6620246270,0.4157274129,-0.1084392161
7673017763615,0.3950766325,0.7263418436,1.0563619137,0.6010576150,-0.6484579081,0.4394826047,-0.1583891571
7673051070315,0.3975313902,0.7274748087,1.0484905243,0.5890957120,-0.6271750930,0.4649451973,-0.2084313036
7673084341115,0.3984747529,0.7263404131,1.0414329767,0.5651524940,-0.6042261379,0.4975068884,-0.2607687267
7673117631515,0.3974837959,0.7211844325,1.0345262289,0.5317833218,-0.5809684171,0.5322084221,-0.3105420946
7673150958915,0.3920820057,0.7151762843,1.0265841484,0.4916749592,-0.5552984471,0.5731245274,-0.3484646973
7673184210515,0.3808326721,0.7076104879,1.0180736780,0.4446922304,-0.5297193004,0.6183663096,-0.3731881431
7673217499915,0.3634091616,0.7024992108,1.0105441809,0.3989892935,-0.5018421455,0.6665342508,-0.3803867731
7673250788415,0.3437163830,0.6997776031,1.0046181679,0.3628806381,-0.4745929420,0.7042809549,-0.3834938311
7673284078915,0.3257709444,0.6988717318,1.0026886463,0.3413229917,-0.4521108218,0.7319426566,-0.3786216681
7673317367115,0.3033909798,0.7036170363,1.0012795925,0.3267909241,-0.4242304203,0.7570718416,-0.3742705827
7673350656415,0.2813964784,0.7061464190,0.9987819791,0.3033290930,-0.3891120631,0.7852659377,-0.3740864482
7673383950615,0.2566385269,0.7058631182,0.9983392358,0.2759992359,-0.3657499689,0.8043826465,-0.3781797720
7673417269415,0.2338037491,0.7069582939,0.9996224046,0.2521828245,-0.3420562815,0.8145470673,-0.3948599732
7673450524415,0.2149781585,0.7055442333,1.0075930357,0.2422689579,-0.3131499799,0.8119867814,-0.4288593113
7673483814615,0.1991384178,0.7024877071,1.0182733536,0.2438395124,-0.2793328707,0.8034912786,-0.4657437114
7673517104415,0.1860689819,0.7014672756,1.0292720795,0.2505884914,-0.2498400062,0.7948054791,-0.4930209222
7673550396615,0.1755552590,0.7039018273,1.0387965441,0.2552267600,-0.2361804088,0.7859501804,-0.5112342216
7673583685615,0.1606509984,0.7099596262,1.0459139347,0.2549238453,-0.2262959287,0.7812333551,-0.5229516523
7673616971815,0.1411907226,0.7180819511,1.0513484478,0.2436831728,-0.2033946924,0.7846135332,-0.5325699145
7673650262715,0.1153024659,0.7250956893,1.0585030317,0.2125332850,-0.1756446426,0.7900563100,-0.5475304460
7673683555915,0.0814421177,0.7335271835,1.0697612762,0.1658268150,-0.1464422832,0.7912625679,-0.5700523430
7673716839315,0.0436658077,0.7434525490,1.0838074684,0.1066471626,-0.1157773349,0.7829024119,-0.6019018233
7673750130015,0.0034242440,0.7551867366,1.1010302305,0.0377995684,-0.0785829824,0.7641204127,-0.6391524876
7673783425015,-0.0362599306,0.7698670626,1.1180660725,-0.0291345603,-0.0325116663,0.7395911788,-0.6716390826
7673816707815,-0.0787114725,0.7907894254,1.1329975128,-0.0914519962,0.0164100796,0.7142223222,-0.6937245247
7673849998015,-0.1173781231,0.8160356283,1.1440483332,-0.1542835312,0.0603905701,0.6945990592,-0.7000583676
7673883294215,-0.1533845067,0.8430292606,1.1532410383,-0.2156228193,0.1011546291,0.6823066814,-0.6911816934
7673916576715,-0.1843414307,0.8710864782,1.1593642235,-0.2695031770,0.1409205351,0.6739971657,-0.6732289811
7673949866515,-0.2114562094,0.9011028409,1.1635239124,-0.3168414717,0.1828148001,0.6618357063,-0.6543422106
7673983154815,-0.2333808839,0.9302151799,1.1661949158,-0.3572604529,0.2265082815,0.6446139584,-0.6368137968
7674016445515,-0.2533636987,0.9579326510,1.1667332649,-0.3893141115,0.2676197862,0.6273510398,-0.6190677228
7674049733215,-0.2712008953,0.9816796780,1.1657415628,-0.4093678340,0.3025778344,0.6172061180,-0.5999343619
7674083022715,-0.2853578925,1.0007090569,1.1623778343,-0.4216118748,0.3292116817,0.6159679286,-0.5783135884
7674116313515,-0.2967652380,1.0171856880,1.1563427448,-0.4279756973,0.3538682321,0.6168567891,-0.5577649850
7674149619715,-0.3041077852,1.0323647261,1.1486301422,-0.4298344960,0.3851193617,0.6157375304,-0.5364631179
7674182890715,-0.3088098168,1.0486876965,1.1409518719,-0.4341362816,0.4194923449,0.6103343687,-0.5128779775
7674216181115,-0.3120845854,1.0655745268,1.1347097158,-0.4425686372,0.4517959126,0.5994742206,-0.4905549037
7674249472015,-0.3137528002,1.0822622776,1.1293284893,-0.4521258868,0.4823771203,0.5815404991,-0.4740307418
7674282759015,-0.3129765093,1.0988136530,1.1268885136,-0.4653542389,0.5119673932,0.5552647413,-0.4615364424
7674316052015,-0.3111453056,1.1142770052,1.1256135702,-0.4807522764,0.5364614914,0.5310015269,-0.4462327816
7674349337615,-0.3077682555,1.1278196573,1.1236188412,-0.4953011081,0.5586503526,0.5095491806,-0.4277221393
7674382650115,-0.3029508293,1.1393579245,1.1209011078,-0.5109727679,0.5795661467,0.4853984131,-0.4091433643
7674415922015,-0.2991170883,1.1476620436,1.1203424931,-0.5236288694,0.5928843974,0.4652943125,-0.3972431261
7674449206215,-0.2967405319,1.1503487825,1.1212232113,-0.5298799729,0.5989095406,0.4591937537,-0.3868794038
7674482496615,-0.2952145934,1.1463165283,1.1217117310,-0.5249748005,0.5982848149,0.4665790596,-0.3856951131
7674515792215,-0.2914208770,1.1301870346,1.1191396713,-0.5179264560,0.5940301436,0.4719582810,-0.3951401722
7674549074215,-0.2893624902,1.1155067682,1.1180942059,-0.5134555773,0.5979170887,0.4666928122,-0.4013182580
7674582364615,-0.2877507806,1.1086070538,1.1192363501,-0.5220438670,0.6045241161,0.4572372885,-0.3910944336
7674615662015,-0.2861922681,1.1093550920,1.1206718683,-0.5392934479,0.6145781646,0.4451180233,-0.3651386065
7674648942215,-0.2861232758,1.1141932011,1.1209143400,-0.5542741698,0.6272175550,0.4299806707,-0.3383709595
7674682232715,-0.2891708910,1.1208794117,1.1208870411,-0.5673928985,0.6379347588,0.4124175702,-0.3178305996
7674715521515,-0.2950085402,1.1296525002,1.1211267710,-0.5817070423,0.6441859999,0.3961559113,-0.2995026018
7674748810815,-0.3026238084,1.1400411129,1.1214932203,-0.5976404347,0.6458391331,0.3814699522,-0.2831932211
7674782099715,-0.3121175766,1.1515387297,1.1214987040,-0.6116053744,0.6476499702,0.3640698008,-0.2719219783
7674815389615,-0.3232632279,1.1633188725,1.1207374334,-0.6205378572,0.6505194098,0.3495596833,-0.2637523328
7674848679815,-0.3356666267,1.1760984659,1.1192182302,-0.6253024266,0.6524500770,0.3436670263,-0.2553404539
7674881969915,-0.3494819701,1.1904900074,1.1157966852,-0.6286306151,0.6514010190,0.3446890287,-0.2483741848
7674915257415,-0.3640295267,1.2062186003,1.1095825434,-0.6285417612,0.6532425814,0.3441413606,-0.2444915300
7674948547415,-0.3808979988,1.2242799997,1.1020208597,-0.6227956369,0.6607068133,0.3402460193,-0.2445909810
7674981838015,-0.3977694213,1.2444878817,1.0940940380,-0.6155456756,0.6684089146,0.3352852087,-0.2488310130
7675015125715,-0.4151571989,1.2682290077,1.0888134241,-0.6111714074,0.6714676432,0.3317886499,-0.2559629011
7675048417915,-0.4325777590,1.2953721285,1.0857719183,-0.6075545001,0.6742899470,0.3270602550,-0.2631391009
7675081704315,-0.4492987394,1.3256679773,1.0834832191,-0.6017497120,0.6806940366,0.3179265824,-0.2710638316
7675114994815,-0.4648886919,1.3580598831,1.0825098753,-0.5911150159,0.6934688796,0.3039451922,-0.2780310614
7675148289515,-0.4784573913,1.3906955719,1.0833083391,-0.5812960482,0.7068925036,0.2886220027,-0.2812387461
7675181572415,-0.4890718758,1.4219540358,1.0822438002,-0.5734159197,0.7205225633,0.2711999642,-0.2801642343
7675214863215,-0.4964148104,1.4519506693,1.0815770626,-0.5635556767,0.7373428407,0.2530497129,-0.2733063798
7675248157815,-0.5022736788,1.4792472124,1.0808577538,-0.5525117836,0.7544956048,0.2348360853,-0.2651775335
7675281444415,-0.5055778027,1.5049228668,1.0806868076,-0.5426912604,0.7705300620,0.2152906984,-0.2557724275
7675314730615,-0.5074140429,1.5280991793,1.0801981688,-0.5371910239,0.7839877467,0.1919093396,-0.2448669480
7675348027515,-0.5079506636,1.5503810644,1.0802397728,-0.5349213764,0.7957178180,0.1626678046,-0.2328764920
7675381308615,-0.5076788068,1.5722200871,1.0808457136,-0.5375870909,0.8038965831,0.1321104280,-0.2174792824
7675414599515,-0.5059424043,1.5939980745,1.0816791058,-0.5480821711,0.8064207409,0.1023751941,-0.1970046752
7675447888715,-0.5031118393,1.6150009632,1.0805515051,-0.5626376620,0.8055869583,0.0719238637,-0.1711592003
7675481177815,-0.4997441471,1.6356648207,1.0759536028,-0.5752206378,0.8051651026,0.0382306609,-0.1391718073
7675514467915,-0.4969236553,1.6534830332,1.0697927475,-0.5824073877,0.8064747901,-0.0012739225,-0.1019726676
7675547755815,-0.4944487512,1.6666523218,1.0633103848,-0.5875115573,0.8057630085,-0.0504574293,-0.0550471803
7675581046215,-0.4921646416,1.6749966145,1.0582783222,-0.5891070834,0.8012260024,-0.1047304101,0.0046128695
7675614334515,-0.4902898967,1.6783820391,1.0557785034,-0.5869219174,0.7898024742,-0.1616625899,0.0748326240
7675647623915,-0.4895578921,1.6745760441,1.0562964678,-0.5799889431,0.7690620245,-0.2202002206,0.1538450235
7675680914315,-0.4898095429,1.6612181664,1.0622047186,-0.5559674980,0.7462764821,-0.2802100420,0.2354864875
7675714237515,-0.4942915142,1.6394681931,1.0743271112,-0.5254644975,0.7105779144,-0.3443462903,0.3168465271
7675747491815,-0.5042169094,1.6115789413,1.0912504196,-0.4857899164,0.6689490560,-0.3991196980,0.3965082398
7675780784515,-0.5194233060,1.5802687407,1.1129840612,-0.4449438144,0.6210605071,-0.4365071351,0.4751529960
7675814072015,-0.5412167311,1.5471806526,1.1374459267,-0.4001878532,0.5627604172,-0.4719977416,0.5480588718
7675847361115,-0.5699496865,1.5154778957,1.1609004736,-0.3487414345,0.5002010358,-0.5070413839,0.6091694105
7675880656715,-0.6031606793,1.4883825779,1.1812958717,-0.2924232540,0.4395340915,-0.5359437024,0.6588344031
7675913939015,-0.6399678588,1.4664876461,1.1968588829,-0.2355581106,0.3829097799,-0.5602637604,0.6956989261
7675947234415,-0.6775680780,1.4510861635,1.2078452110,-0.1830044064,0.3297805142,-0.5816228304,0.7207420363
7675980522715,-0.7153108716,1.4411417246,1.2134872675,-0.1369085290,0.2783875421,-0.6022752427,0.7355412723
7676013806615,-0.7523436546,1.4356045723,1.2152965069,-0.0959217314,0.2296714012,-0.6205115250,0.7436501302
7676047097315,-0.7879736423,1.4331175089,1.2152965069,-0.0548276519,0.1844680872,-0.6356186155,0.7476325495
7676080394215,-0.8231022358,1.4341617823,1.2144721746,-0.0123964130,0.1428595539,-0.6452349004,0.7504061568
7676113675015,-0.8518409133,1.4376832247,1.2101197243,0.0299532209,0.1033296437,-0.6494636540,0.7527434831
7676146965515,-0.8861356378,1.4432969093,1.2092620134,0.0702322963,0.0630180487,-0.6522058322,0.7521460646
7676180256215,-0.9206187725,1.4510873556,1.2097965479,0.1098884857,0.0235785225,-0.6550562332,0.7471746150
7676213544815,-0.9506865740,1.4595547915,1.2086437941,0.1494903802,-0.0126989302,-0.6574880214,0.7383771835
7676246833715,-0.9806639552,1.4700624943,1.2076301575,0.1872199553,-0.0480818283,-0.6569676149,0.7287183126
7676280122115,-1.0108953714,1.4837481976,1.2070269585,0.2234030840,-0.0893111687,-0.6536626896,0.7175232856
7676313412815,-1.0412738323,1.5010898113,1.2067838907,0.2621132131,-0.1381815371,-0.6479634631,0.7016736256
7676346701015,-1.0696603060,1.5216054916,1.2074400187,0.3057476967,-0.1920416671,-0.6384436051,0.6797264945
7676379989915,-1.0990433693,1.5488233566,1.2080212831,0.3543855525,-0.2470014527,-0.6232598980,0.6518805581
7676413280515,-1.1250241995,1.5813713074,1.2096699476,0.4054792494,-0.2994843402,-0.6013531046,0.6198952750
7676446569715,-1.1446245909,1.6159610748,1.2118304968,0.4543745863,-0.3490254090,-0.5741294902,0.5848934328
7676479858115,-1.1597731113,1.6520676613,1.2128641605,0.4975585989,-0.3973508816,-0.5417051967,0.5487287101
7676513151015,-1.1710878611,1.6881715059,1.2127805948,0.5333033460,-0.4430269018,-0.5075698171,0.5115540893
7676546438315,-1.1797472239,1.7232348919,1.2105203867,0.5611661379,-0.4843397483,-0.4739523878,0.4752648820
7676579732015,-1.1890032291,1.7561562061,1.2049871683,0.5817355347,-0.5221243947,-0.4391670697,0.4428342454
7676613022915,-1.1958829165,1.7893863916,1.1978467703,0.5937679050,-0.5594611425,-0.4044510775,0.4133548486
7676646305315,-1.2015007734,1.8197116852,1.1898260117,0.5984577289,-0.5948528401,-0.3724642540,0.3863532383
7676679595315,-1.2104047537,1.8509685993,1.1816672087,0.5953342028,-0.6299386313,-0.3452524374,0.3599378589
7676712889315,-1.2190508842,1.8801836967,1.1735239029,0.5873522495,-0.6625210942,-0.3233688925,0.3339396565
7676746173315,-1.2270703316,1.9061280489,1.1640613079,0.5791628941,-0.6898593287,-0.3022524408,0.3119421593
7676779463815,-1.2333019972,1.9300026894,1.1501554251,0.5733719053,-0.7114510021,-0.2792314387,0.2951473082
7676812759915,-1.2394579649,1.9555101395,1.1337627172,0.5559388755,-0.7384158650,-0.2667060379,0.2730235638
7676846041415,-1.2391964197,1.9742556810,1.1196806431,0.5334250122,-0.7662631569,-0.2588544089,0.2475740813
7676879331515,-1.2346271276,1.9871219397,1.1095575094,0.5242305188,-0.7824785993,-0.2468719384,0.2279558091
7676912622115,-1.2280318737,2.0014097691,1.1030825377,0.5195127756,-0.7947583244,-0.2305489345,0.2128682000
7676945909815,-1.2195372581,2.0145401955,1.0993081331,0.5156977178,-0.8058072330,-0.2116653920,0.1998207421
7676979199915,-1.2091253996,2.0264880657,1.0969665051,0.5133868199,-0.8152201959,-0.1923477106,0.1866878774
7677012488315,-1.1958488226,2.0365018845,1.0959973335,0.5130472053,-0.8233213812,-0.1707576619,0.1725290970
7677045804515,-1.1810863018,2.0454192162,1.0961284637,0.5154726306,-0.8303423202,-0.1436991934,0.1554674893
7677079067515,-1.1651278734,2.0529091358,1.0963600874,0.5197190601,-0.8358023100,-0.1144261649,0.1350305517
7677112356415,-1.1485908031,2.0591640472,1.0967444181,0.5236817510,-0.8403450705,-0.0865080491,0.1099724677
7677145647115,-1.1312540770,2.0632979870,1.0977482796,0.5266555306,-0.8440278978,-0.0600751462,0.0814974643
7677178939815,-1.1148726940,2.0637786388,1.0981137753,0.5290137504,-0.8463619311,-0.0338710508,0.0516593193
7677212224715,-1.1007181406,2.0631282330,1.1005649567,0.5313119120,-0.8469025815,-0.0093659867,0.0193893773
7677245517115,-1.0872749090,2.0612325668,1.1038582325,0.5340327341,-0.8452337538,0.0135493094,-0.0143302672
7677278805715,-1.0755406618,2.0589036942,1.1073834896,0.5369502089,-0.8412532466,0.0385091699,-0.0499448905
7677312092815,-1.0654253960,2.0551111698,1.1118328571,0.5404603911,-0.8341393213,0.0679277533,-0.0866024169
7677345388615,-1.0574359894,2.0499939919,1.1162477732,0.5396727593,-0.8264178450,0.1007913625,-0.1250118378
7677378671815,-1.0517777205,2.0427238941,1.1205347776,0.5341870565,-0.8176305554,0.1362950597,-0.1659762642
7677411961815,-1.0485960245,2.0338697433,1.1244169474,0.5252438010,-0.8059929933,0.1762899846,-0.2083652694
7677445256915,-1.0485447645,2.0241327286,1.1280381680,0.5128215359,-0.7908603252,0.2201639629,-0.2511609996
7677478540115,-1.0519292355,2.0139937401,1.1313894987,0.4974760683,-0.7724621981,0.2634781426,-0.2939370380
7677511830315,-1.0572135448,2.0031538010,1.1359333992,0.4796088394,-0.7527215102,0.3025034216,-0.3344807456
7677545127715,-1.0661332607,1.9940806627,1.1401633024,0.4604034475,-0.7342384659,0.3343497633,-0.3703144292
7677578408115,-1.0784029961,1.9866639376,1.1445823908,0.4420336866,-0.7165547744,0.3603356250,-0.4016387836
7677611697715,-1.0916308165,1.9798594713,1.1485773325,0.4271350166,-0.6977559265,0.3846016193,-0.4275206885
7677644988715,-1.1063938141,1.9737066031,1.1533259153,0.4105230443,-0.6793247848,0.4138976208,-0.4457324606
7677678276115,-1.1203454733,1.9690887928,1.1570568085,0.3956396755,-0.6613956484,0.4398241800,-0.4610636985
7677711566415,-1.1335881948,1.9647095203,1.1616131067,0.3855649343,-0.6440111085,0.4557862358,-0.4783808952
7677744855915,-1.1445119381,1.9597656727,1.1657359600,0.3811231479,-0.6238873478,0.4670151976,-0.4973997674
7677778144815,-1.1544820070,1.9545258284,1.1695820093,0.3863403655,-0.5999560135,0.4751142684,-0.5148401071
