#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z [],v_RS_R_x [m s^-1],v_RS_R_y [m s^-1],v_RS_R_z [m s^-1],w_RS_R_x [rad s^-1],w_RS_R_y [rad s^-1],w_RS_R_z [rad s^-1]
7670221460715,-0.0005416747,-0.0008099113,0.0001705122,0.7467556699,-0.6649221870,-0.0152918885,0.0007828132,0.0006062546,-0.0020344744,-0.0013993311,-0.0001296061,-0.0006285960,-0.0000124859
7670254745415,-0.0013639563,-0.0010494011,0.0000812214,0.7466538117,-0.6650243613,-0.0158325462,0.0001214841,-0.0048124259,-0.0016891380,-0.0031283887,-0.0080211546,-0.0507806468,-0.0081622293
7670288047815,-0.0012586236,0.0000454619,-0.0017070892,0.7462799048,-0.6654417664,-0.0159223106,0.0001978821,-0.0042760177,0.0041964524,-0.0074072648,-0.0337220734,-0.0013324588,0.0066166548
7670321322715,-0.0010642146,0.0005939927,-0.0027453823,0.7467212138,-0.6649577138,-0.0154350771,0.0006527396,-0.0000015284,0.0024984037,-0.0081426976,0.0389221601,0.0404759356,0.0013731305
7670354628015,-0.0009642098,0.0008327050,-0.0030540701,0.7466552421,-0.6650282886,-0.0155884245,0.0005708547,-0.0006358165,0.0036303678,-0.0095626749,-0.0057170561,-0.0102099170,0.0023886924
7670387903615,-0.0010100292,0.0008685610,-0.0030644704,0.7465853672,-0.6651074273,-0.0155586358,0.0005732225,-0.0002623930,0.0043468014,-0.0099283801,-0.0063477162,0.0013632933,-0.0011561700
7670421190915,-0.0007115004,0.0007095649,-0.0028204138,0.7467972547,-0.6648726980,-0.0154146923,0.0007368828,0.0018202094,0.0021743919,-0.0069095860,0.0188386923,0.0132031738,0.0018012321
7670454481015,-0.0006118899,0.0008848879,-0.0029438485,0.7467690500,-0.6649026687,-0.0154894893,0.0007091474,0.0014678696,0.0030293141,-0.0068071005,-0.0024422837,-0.0044911605,0.0017168237
7670487771015,-0.0004256905,0.0006266012,-0.0025717502,0.7467779210,-0.6648916329,-0.0155360264,0.0006964823,0.0010206243,0.0026557825,-0.0060058041,0.0008632476,-0.0025850543,0.0013006535
7670521060215,-0.0005722520,0.0003349854,-0.0022524816,0.7468770890,-0.6647793782,-0.0155752127,0.0006363107,0.0004797760,0.0009986681,-0.0046101655,0.0090556337,-0.0040645154,-0.0010336824
7670554349315,-0.0004150728,-0.0000137980,-0.0020203558,0.7469378773,-0.6647149381,-0.0154036285,0.0007660199,0.0027367161,-0.0001267628,-0.0048708650,0.0051915034,0.0129392587,-0.0009747253
7670587637915,-0.0003230054,-0.0002034544,-0.0021242574,0.7470590788,-0.6645786513,-0.0154045023,0.0008064909,0.0027454931,-0.0013707671,-0.0038649228,0.0109190217,0.0016954956,0.0019716429
7670620928215,-0.0002536992,-0.0001857928,-0.0022637954,0.7472845424,-0.6643262668,-0.0153541546,0.0008209453,0.0031672544,-0.0049038203,-0.0031339976,0.0203134954,0.0030576755,-0.0011388156
7670654220015,0.0002937002,-0.0004604336,-0.0016752991,0.7494340631,-0.6619070919,-0.0149989509,0.0016180938,0.0049298909,-0.0055960370,0.0061966842,0.1936374678,0.0498619214,0.0237359455
7670687506015,-0.0002283330,0.0001798949,-0.0017222533,0.7415009954,-0.6706697002,-0.0190412746,0.0039820832,-0.0337290950,0.0291232541,-0.0256955326,-0.7118420097,-0.0960117294,0.2600985425
7670720796515,-0.0011507218,-0.0004031927,-0.0039322912,0.7264166553,-0.6869198158,-0.0211282580,-0.0036886640,0.0232050382,-0.1261036247,0.0005347302,-1.3225245039,-0.4232212621,-0.2726282646
7670754141715,0.0009046779,-0.0084617808,-0.0045311856,0.6818398143,-0.7303173441,-0.0404128948,-0.0098915294,0.1015635505,-0.3921695352,0.0838315561,-3.7264623140,-1.1434874497,0.4597519866
7670787374215,0.0059761065,-0.0252362769,0.0013986048,0.6111198581,-0.7896433365,-0.0512161136,-0.0193088015,0.2208676636,-0.5804886222,0.3228779435,-5.5342750340,-0.9953446779,-0.0981406140
7670820664715,0.0159906931,-0.0440906584,0.0171637926,0.5431836667,-0.8371119823,-0.0590225513,-0.0266715540,0.3787263930,-0.5334310532,0.6086424589,-4.9578174721,-0.7907845884,-0.1249948788
7670853960315,0.0300753675,-0.0617554411,0.0405471735,0.4848480004,-0.8729562302,-0.0483301774,-0.0231091030,0.4474309385,-0.5526000857,0.7918534875,-4.1016460328,0.3789124194,-0.6424726080
7670887243115,0.0454063490,-0.0804621130,0.0700739846,0.4194396577,-0.9077457446,0.0008180138,-0.0082077753,0.4824423790,-0.5250592232,0.9871873856,-4.4257355805,2.0747738478,-2.3390450922
7670920532215,0.0631049052,-0.0940778330,0.1050951704,0.3635594937,-0.9291506049,0.0648219080,0.0173714780,0.6061964631,-0.2859575152,1.0991663933,-3.5590662664,3.0254089849,-2.8764943010
7670953827315,0.0874921530,-0.1007911563,0.1444327235,0.3202197426,-0.9386691678,0.1227834176,0.0358293489,0.8674466610,-0.1260194778,1.2782626152,-2.6178812267,2.4571345334,-2.7522278203
7670987112615,0.1191184819,-0.1085155979,0.1845408082,0.2794619638,-0.9441579633,0.1677313500,0.0483005727,1.0493485928,0.0112902652,1.3252165318,-2.4107187840,1.8583112655,-2.1683271789
7671020399815,0.1540155709,-0.1090181172,0.2256134450,0.2647595258,-0.9393940505,0.2111203790,0.0535667532,1.1032783985,0.1780519783,1.2919849157,-0.8271909158,1.1897030816,-2.3791431156
7671053689215,0.1904802322,-0.1023631692,0.2703904808,0.2653006650,-0.9292414317,0.2495152836,0.0621935846,1.0736880302,0.2980956733,1.3138815165,0.1779407580,1.1237305651,-2.1608213979
7671086979515,0.2259674221,-0.0906054899,0.3147589266,0.2743236858,-0.9185243307,0.2746959764,0.0748444379,1.0554305315,0.3340765834,1.3715543747,0.7702206806,1.0125524291,-1.3987113857
7671120274415,0.2630400658,-0.0739633590,0.3612927794,0.2833700618,-0.9137691346,0.2785138034,0.0846016434,1.0064902306,0.3586880267,1.4328055382,0.7213555315,0.4733895775,-0.1690072112
7671153557315,0.2939278781,-0.0599071011,0.4095548391,0.2963582102,-0.9141197259,0.2602252508,0.0940199811,0.8507668972,0.4214398563,1.4803029299,0.9578957060,-0.0134184974,1.1045329154
7671186847315,0.3159707487,-0.0452977866,0.4589206874,0.3217379483,-0.9082543098,0.2439916975,0.1096670090,0.5648194551,0.5088638663,1.4643336535,1.8349327462,0.2066691579,0.9352408607
7671220137315,0.3185655177,-0.0270212535,0.5136168599,0.3452793007,-0.8978161670,0.2380983196,0.1342293748,0.3157420754,0.5008991361,1.4842621088,1.8856119424,0.9502557495,0.4883486967
7671253426915,0.3345409632,-0.0055465964,0.5632169247,0.3518189613,-0.8876667176,0.2400606751,0.1750488194,0.2130891234,0.4833370447,1.4781323671,1.1317134730,2.2314735932,0.5431503920
7671286714915,0.3374279737,0.0093553066,0.6096907258,0.3518735019,-0.8769985206,0.2465204252,0.2151425421,0.0963724405,0.4677942991,1.4174711704,0.7389724048,2.3869600243,0.3486403544
7671320004315,0.3369464576,0.0254563205,0.6545874476,0.3486899637,-0.8645643949,0.2585045028,0.2532175709,0.0050069764,0.4974223971,1.3405134678,0.5042883371,2.4680875989,0.0304825331
7671353295315,0.3332697749,0.0410603881,0.6976177692,0.3455325333,-0.8488777661,0.2754612004,0.2900602242,-0.0726348385,0.5552504063,1.2752200365,0.4789734302,2.5572859813,-0.3046257239
7671386585715,0.3264286518,0.0583403967,0.7364475131,0.3503196375,-0.8282528244,0.2938434893,0.3239281005,-0.0788550973,0.5661520958,1.1775621176,0.9127234944,2.3897578485,-0.6593684412
7671419872315,0.3267769217,0.0758434087,0.7734709382,0.3497183942,-0.8134206586,0.3036541661,0.3519062721,-0.0154105369,0.4782706499,1.0960868597,0.5854038820,1.8984749899,-0.1495165910
7671453162315,0.3270015419,0.0915932283,0.8060082197,0.3543156506,-0.8032399013,0.3006128518,0.3726902119,-0.0030507639,0.4591136873,0.9856005907,0.8821071802,1.0832610244,0.3024112958
7671486460915,0.3185343742,0.1045420468,0.8344782591,0.3768124207,-0.7918866119,0.2934661449,0.3805333300,-0.0735925287,0.3998713195,0.8553410172,1.6287519754,0.0742560322,-0.1968983435
7671519740215,0.3372306228,0.1254929900,0.8766819835,0.3837641685,-0.7867255039,0.2843225156,0.3910866293,-0.0520561635,0.2190560102,0.8735947609,0.8429797743,0.2906113916,0.4241475788
7671553030915,0.3558165133,0.1387948543,0.9205204248,0.3615469533,-0.7951374426,0.2581305133,0.4128061119,-0.0286349114,0.1030580550,0.9056692719,-0.2577057219,0.6047133831,2.4050636186
7671586333215,0.3465702832,0.1388405412,0.9437823892,0.3418856353,-0.8076818093,0.2342063493,0.4194182796,-0.0348439813,0.1230873168,0.7794733047,-0.5157388319,-0.2099559218,1.9682929076
7671619631815,0.3327610195,0.1375655681,0.9580092430,0.3370706042,-0.8164442538,0.2179575946,0.4150863466,-0.0996851996,0.1568244100,0.6824184656,-0.0651305186,-0.6968580056,0.9439155208
7671652899215,0.3280338943,0.1453914642,0.9847344160,0.3323911334,-0.8219770555,0.1993421110,0.4172919572,-0.0937849358,0.1058210656,0.6167410612,0.1516475918,-0.3457454200,1.1477624862
7671686193715,0.3263749778,0.1476632655,1.0039153099,0.3284811575,-0.8290882453,0.1711477436,0.4188332132,-0.0193372965,0.0521952733,0.5006130338,0.3902054462,-0.6183712696,1.6062971957
7671719494615,0.3232591152,0.1453287303,1.0148477554,0.3393981977,-0.8344713859,0.1377084373,0.4117071238,-0.0185367484,0.0660862252,0.3683490455,1.2055658621,-1.2624294426,1.3054911414
7671752766215,0.3209328055,0.1455635279,1.0240588188,0.3523915411,-0.8405321839,0.1084393710,0.3969467879,-0.0384270139,0.0577456653,0.3236208856,1.1305270803,-1.5954252798,0.8958341407
7671786055115,0.3157981634,0.1470941305,1.0332523584,0.3568570282,-0.8471450725,0.0862367517,0.3841373586,-0.1447845250,0.0842351839,0.3226254880,0.5316086990,-1.3038916453,0.7867001388
7671819346015,0.3077722788,0.1535123289,1.0450006723,0.3606426158,-0.8498005254,0.0731482528,0.3773927714,-0.2034038305,0.1086079776,0.2945756316,0.4028573080,-0.7047780480,0.4479369502
7671852635315,0.3005177081,0.1602208316,1.0571101904,0.3597911321,-0.8521943742,0.0604748432,0.3750438416,-0.2110180706,0.1284759343,0.2708995342,0.1816923080,-0.4450705300,0.6259966579
7671885924015,0.2943268120,0.1682054400,1.0669190884,0.3611300235,-0.8528894058,0.0396912874,0.3749524895,-0.2387670279,0.2570994794,0.2312324494,0.5215450231,-0.4745031779,1.0345791102
7671919213615,0.2873701751,0.1788789630,1.0749850273,0.3710284743,-0.8482163352,0.0162943765,0.3776260229,-0.3146213889,0.3733338416,0.2298804373,1.1421496604,-0.2889996951,1.0228693228
7671952504315,0.2748476267,0.1966661215,1.0859813690,0.3760970531,-0.8423475618,0.0067522931,0.3859481809,-0.4098627567,0.4382026494,0.2501326501,0.6137481082,0.3395798596,0.5510362003
7671985791615,0.2598305643,0.2170740813,1.0974235535,0.3708899926,-0.8388186717,0.0089657167,0.3984262358,-0.4162270129,0.5818242431,0.1866271645,-0.2300630344,0.7655096463,0.2892680227
7672019082515,0.2475808710,0.2412196696,1.1062873602,0.3635912943,-0.8378467120,0.0133872956,0.4069828476,-0.4072835445,0.7974135280,0.0983814597,-0.4473855380,0.5569260326,0.1420205025
7672052370415,0.2357551157,0.2716219723,1.1112757921,0.3576833218,-0.8380200057,0.0171124167,0.4116943971,-0.3792788684,0.9902386665,0.0223109219,-0.3884922376,0.3190711941,0.0600081824
7672085717815,0.2263854593,0.3091994226,1.1145532131,0.3551294180,-0.8368416258,0.0249902788,0.4158781982,-0.3702996373,1.1848323345,-0.0209473148,-0.2933052452,0.4109960374,-0.2443444837
7672118952315,0.2172647417,0.3508886993,1.1166217327,0.3666275502,-0.8292626200,0.0480697906,0.4190430071,-0.2988215685,1.3274310827,-0.0769758746,0.1681871731,0.8251023906,-1.3939749795
7672152238415,0.2123655081,0.3945402503,1.1190108061,0.3853103455,-0.8196163638,0.0795433136,0.4164586595,-0.1514819413,1.3968658447,-0.1431330293,0.3435614311,0.7536530257,-2.1239122422
7672185529115,0.2118925452,0.4398630559,1.1147085428,0.4127186584,-0.8095178707,0.1144995545,0.4015395099,0.0405692756,1.3636192083,-0.2416166663,0.6377080119,0.1963149176,-2.8016693483
7672218826115,0.2183132172,0.4828765094,1.1059206724,0.4404084920,-0.8045574912,0.1424621324,0.3720647045,0.2119135261,1.1537445784,-0.3100879788,0.5924701519,-0.8111172667,-2.7934325486
7672252119915,0.2290443480,0.5182440877,1.0958046913,0.4587702976,-0.8060803953,0.1553508514,0.3400445901,0.2813990116,0.8743416667,-0.2934247255,0.2851310626,-1.3981066215,-1.8678795061
7672285397215,0.2425365001,0.5464797616,1.0857181549,0.4648593039,-0.8144538948,0.1590034505,0.3086884896,0.3372504413,0.6128798723,-0.2492275536,-0.3033573180,-1.6466582113,-1.0879830801
7672318692515,0.2561417222,0.5638763309,1.0758049488,0.4652557388,-0.8251327898,0.1567271804,0.2795166680,0.3260380030,0.4153115749,-0.1321434677,-0.5152952610,-1.6928091026,-0.6086689841
7672351975515,0.2686215341,0.5746717453,1.0699759722,0.4686172040,-0.8299233441,0.1513551387,0.2621388584,0.2844791114,0.2725826800,-0.0025150639,-0.0406945787,-1.1240203505,-0.2308377962
7672385265715,0.2794094086,0.5809392333,1.0682650805,0.4780895806,-0.8282129931,0.1462432176,0.2531926385,0.2389484942,0.2261902243,0.0585339591,0.5196189762,-0.6491948068,-0.1617225157
7672418592115,0.2872240543,0.5866936445,1.0693531036,0.4999763180,-0.8178692745,0.1427654272,0.2464377488,0.2232300788,0.2397484183,0.0606133193,1.3783224519,-0.4704893037,-0.4443411262
7672451844315,0.2953435481,0.5948749781,1.0728996992,0.5187031223,-0.8103816810,0.1342971077,0.2370503931,0.2329161763,0.2286649942,0.0481343344,1.1913973602,-0.7663316574,-0.2076111780
7672485134015,0.3023444414,0.6012677550,1.0740008354,0.5369104053,-0.8036283114,0.1303966768,0.2211457899,0.1606165916,0.2586342692,0.0109926546,1.0242406815,-0.9467166131,-0.6195934666
7672518422015,0.3053686321,0.6118239760,1.0743365288,0.5506984666,-0.7977141846,0.1322195697,0.2071262030,0.0846978277,0.2987590134,-0.0090751713,0.7225097175,-0.6475969321,-0.7698541333
7672551712215,0.3056553602,0.6217314601,1.0733660460,0.5639816092,-0.7903819912,0.1414710772,0.1928911266,0.0259575602,0.2853419185,0.0016185131,0.6510342363,-0.3904389261,-1.1379731305
7672585002615,0.3069503009,0.6310929060,1.0740705729,0.5767765017,-0.7837005006,0.1453266732,0.1789484576,0.0814374909,0.2884980738,0.0361702554,0.6708043747,-0.5627753503,-0.8606119796
7672618289915,0.3103260100,0.6417976022,1.0748152733,0.5951316896,-0.7745795772,0.1470203982,0.1556590930,0.1949916333,0.3845126927,0.0454278253,0.9589613398,-1.1003148778,-1.1640111722
7672651580115,0.3186106682,0.6562631726,1.0765767097,0.6155673583,-0.7637166632,0.1477299713,0.1264497581,0.2227655947,0.4243886769,0.0615707338,1.0749854234,-1.4131282099,-1.3647469546
7672684870015,0.3263345063,0.6703031659,1.0776873827,0.6285870274,-0.7545537472,0.1545811496,0.1078501723,0.0912033692,0.3934383392,0.0143956775,0.7191955346,-0.6460432229,-1.1825658075
7672718158315,0.3306733370,0.6790475845,1.0785354376,0.6259581442,-0.7529304022,0.1757096945,0.1019721254,0.0667323098,0.1539839655,-0.0159780998,-0.2493916408,0.5664483647,-1.1779816133
7672751448615,0.3335833848,0.6837924719,1.0775591135,0.6130913477,-0.7596696591,0.1959259504,0.0929194835,0.2528823614,0.2043246627,0.0120567614,-1.0549907981,0.4453544795,-1.1050637705
7672784736915,0.3400044143,0.6922625899,1.0770353079,0.6175598228,-0.7511783505,0.2207410685,0.0749955442,0.2537750304,0.2216874659,0.0045133606,0.1672309779,0.0908089848,-1.9180706999
7672818027515,0.3476216197,0.6980453134,1.0775394440,0.6167635004,-0.7388720728,0.2637933059,0.0639056829,0.2445883751,0.1558165997,-0.0164686069,0.0796284205,1.1632373646,-2.5148356069
7672851321015,0.3558873236,0.7026631236,1.0767978430,0.6177828523,-0.7252356658,0.3010138674,0.0420503035,0.3384567201,0.1591025591,-0.0528874062,0.0612761732,0.4453141320,-2.6827115495
7672884605215,0.3635947108,0.7085860372,1.0745172501,0.6185703297,-0.7119175218,0.3322610270,0.0121160737,0.2657521069,0.1337307990,-0.0710443407,-0.0917110683,-0.1251725017,-2.7167196362
7672917895515,0.3726324737,0.7147973776,1.0715483427,0.6237738397,-0.6925482978,0.3616393911,-0.0223607446,0.3117490411,0.1820118278,-0.0622620471,0.2328623752,-0.4727821733,-2.9293780891
7672951211815,0.3822326958,0.7209826708,1.0691760778,0.6240748950,-0.6755631719,0.3880639120,-0.0595930068,0.2837628722,0.1240152791,-0.1137049198,-0.1243371800,-0.5879862213,-2.8622257709
7672984473615,0.3905880749,0.7246396542,1.0643533468,0.6141132207,-0.6620246270,0.4157274129,-0.1084392161,0.2565042078,0.0302499346,-0.1871537417,-0.9378025796,-0.7626105112,-3.3101702916
7673017763615,0.3950766325,0.7263418436,1.0563619137,0.6010576150,-0.6484579081,0.4394826047,-0.1583891571,0.1239442900,0.0290540513,-0.2141232044,-1.1121496074,-0.8730293683,-3.2134379088
7673051070315,0.3975313902,0.7274748087,1.0484905243,0.5890957120,-0.6271750930,0.4649451973,-0.2084313036,0.0527848043,0.0142400842,-0.2122413814,-0.7765601231,-0.9168846003,-3.4752081556
7673084341115,0.3984747529,0.7263404131,1.0414329767,0.5651524940,-0.6042261379,0.4975068884,-0.2607687267,-0.0248030610,-0.0880579203,-0.2152176499,-1.1457604341,-0.4388072229,-4.0256831362
7673117631515,0.3974837959,0.7211844325,1.0345262289,0.5317833218,-0.5809684171,0.5322084221,-0.3105420946,-0.1202652827,-0.1109838188,-0.2261478454,-1.3668879730,0.0044373698,-4.1712558732
7673150958915,0.3920820057,0.7151762843,1.0265841484,0.4916749592,-0.5552984471,0.5731245274,-0.3484646973,-0.2745805979,-0.1714330614,-0.2491793782,-1.0287486715,0.7869098545,-4.2078028086
7673184210515,0.3808326721,0.7076104879,1.0180736780,0.4446922304,-0.5297193004,0.6183663096,-0.3731881431,-0.4375941455,-0.1824957579,-0.2295899838,-0.7174533090,1.5971151666,-4.1124855003
7673217499915,0.3634091616,0.7024992108,1.0105441809,0.3989892935,-0.5018421455,0.6665342508,-0.3803867731,-0.5694788694,-0.1171163991,-0.1919050068,0.1029058060,2.1325335308,-3.7889427356
7673250788415,0.3437163830,0.6997776031,1.0046181679,0.3628806381,-0.4745929420,0.7042809549,-0.3834938311,-0.5157895684,-0.0951841623,-0.0842840150,0.3029038184,1.6353689686,-3.1308462040
7673284078915,0.3257709444,0.6988717318,1.0026886463,0.3413229917,-0.4521108218,0.7319426566,-0.3786216681,-0.4845921993,-0.0348731726,-0.0247714818,0.7191356398,1.1364576593,-2.1310216731
7673317367115,0.3033909798,0.7036170363,1.0012795925,0.3267909241,-0.4242304203,0.7570718416,-0.3742705827,-0.6102829576,0.0137779722,-0.0278040003,0.9402485514,0.6385302071,-2.1506022963
7673350656415,0.2813964784,0.7061464190,0.9987819791,0.3033290930,-0.3891120631,0.7852659377,-0.3740864482,-0.7130482197,0.0064353477,-0.0328848809,0.7341706880,0.8360761708,-2.8411013859
7673383950615,0.2566385269,0.7058631182,0.9983392358,0.2759992359,-0.3657499689,0.8043826465,-0.3781797720,-0.7305439115,-0.0362650007,0.0209428836,0.0233727425,1.0171370560,-2.2382128927
7673417269415,0.2338037491,0.7069582939,0.9996224046,0.2521828245,-0.3420562815,0.8145470673,-0.3948599732,-0.5848510861,-0.1003642902,0.1755886525,-0.7051667559,0.4143823687,-2.1847243326
7673450524415,0.2149781585,0.7055442333,1.0075930357,0.2422689579,-0.3131499799,0.8119867814,-0.4288593113,-0.4623966515,-0.1419494301,0.2948724926,-1.4924140190,-0.9393736594,-2.1152132801
7673483814615,0.1991384178,0.7024877071,1.0182733536,0.2438395124,-0.2793328707,0.8034912786,-0.4657437114,-0.4217670262,-0.0396829396,0.3095635176,-1.4970818166,-1.7662395428,-1.9870889194
7673517104415,0.1860689819,0.7014672756,1.0292720795,0.2505884914,-0.2498400062,0.7948054791,-0.4930209222,-0.3946667314,0.0692053065,0.2882439494,-1.0147555215,-1.7365428909,-1.4891146599
7673550396615,0.1755552590,0.7039018273,1.0387965441,0.2552267600,-0.2361804088,0.7859501804,-0.5112342216,-0.4225050807,0.1550267786,0.2452075034,-0.8567522884,-1.0328068947,-0.6561729336
7673583685615,0.1606509984,0.7099596262,1.0459139347,0.2549238453,-0.2262959287,0.7812333551,-0.5229516523,-0.5299855471,0.2371605039,0.1942622215,-0.5509250105,-0.5279145146,-0.5888173093
7673616971815,0.1411907226,0.7180819511,1.0513484478,0.2436831728,-0.2033946924,0.7846135332,-0.5325699145,-0.7388089299,0.2254328877,0.2116800100,-0.1473519475,-0.2709894149,-1.6216797426
7673650262715,0.1153024659,0.7250956893,1.0585030317,0.2125332850,-0.1756446426,0.7900563100,-0.5475304460,-0.9562527537,0.2060693502,0.3075309694,-0.5055961133,0.4774784435,-2.5910715787
7673683555915,0.0814421177,0.7335271835,1.0697612762,0.1658268150,-0.1464422832,0.7912625679,-0.5700523430,-1.1004863977,0.2426332682,0.3994323015,-1.1498850285,1.0345806784,-3.2243789487
7673716839315,0.0436658077,0.7434525490,1.0838074684,0.1066471626,-0.1157773349,0.7829024119,-0.6019018233,-1.1966238022,0.3031073511,0.4906286895,-2.0177805047,1.4011219821,-3.7324293274
7673750130015,0.0034242440,0.7551867366,1.1010302305,0.0377995684,-0.0785829824,0.7641204127,-0.6391524876,-1.2147804499,0.4133063853,0.5459728241,-2.6752968644,1.5157894770,-4.3526973974
7673783425015,-0.0362599306,0.7698670626,1.1180660725,-0.0291345603,-0.0325116663,0.7395911788,-0.6716390826,-1.1806968451,0.5604488254,0.4562723935,-2.6478869793,1.0959106327,-4.6488732125
7673816707815,-0.0787114725,0.7907894254,1.1329975128,-0.0914519962,0.0164100796,0.7142223222,-0.6937245247,-1.1303889751,0.6833604574,0.3243232667,-2.2155470726,0.7973567519,-4.6067856497
7673849998015,-0.1173781231,0.8160356283,1.1440483332,-0.1542835312,0.0603905701,0.6945990592,-0.7000583676,-1.0568541288,0.7965596318,0.2611202896,-1.2706551442,0.9781247165,-4.4950808926
7673883294215,-0.1533845067,0.8430292606,1.1532410383,-0.2156228193,0.1011546291,0.6823066814,-0.6911816934,-0.9545406699,0.8611148596,0.1708687693,-0.3020945993,0.9276729340,-4.4111246152
7673916576715,-0.1843414307,0.8710864782,1.1593642235,-0.2695031770,0.1409205351,0.6739971657,-0.6732289811,-0.8448928595,0.8925068974,0.1319655329,0.2033760717,0.5564912309,-4.1548210657
7673949866515,-0.2114562094,0.9011028409,1.1635239124,-0.3168414717,0.1828148001,0.6618357063,-0.6543422106,-0.7293841243,0.9035474062,0.0965808928,-0.0046605915,0.2595811805,-4.0228662716
7673983154815,-0.2333808839,0.9302151799,1.1661949158,-0.3572604529,0.2265082815,0.6446139584,-0.6368137968,-0.6067131162,0.8659283519,0.0473666824,-0.3681137466,0.0247913812,-3.8519350673
7674016445515,-0.2533636987,0.9579326510,1.1667332649,-0.3893141115,0.2676197862,0.6273510398,-0.6190677228,-0.5029094815,0.7783375978,-0.0355036743,-0.4196289658,-0.2025961854,-3.4361054602
7674049733215,-0.2712008953,0.9816796780,1.1657415628,-0.4093678340,0.3025778344,0.6172061180,-0.5999343619,-0.4222445786,0.6429630518,-0.1183845475,-0.1514570177,-0.6149509495,-2.6751613357
7674083022715,-0.2853578925,1.0007090569,1.1623778343,-0.4216118748,0.3292116817,0.6159679286,-0.5783135884,-0.3709187210,0.5384802818,-0.1550086588,0.3247013536,-0.8687277616,-1.9836285751
7674116313515,-0.2967652380,1.0171856880,1.1563427448,-0.4279756973,0.3538682321,0.6168567891,-0.5577649850,-0.3190191388,0.4931718111,-0.2141391486,0.2926779197,-1.0502615756,-1.6367108415
7674149619715,-0.3041077852,1.0323647261,1.1486301422,-0.4298344960,0.3851193617,0.6157375304,-0.5364631179,-0.2491204441,0.5158971548,-0.2257330567,-0.0120748824,-1.4020690868,-1.7915062059
7674182890715,-0.3088098168,1.0486876965,1.1409518719,-0.4341362816,0.4194923449,0.6103343687,-0.5128779775,-0.1784120500,0.5396322012,-0.1837185919,-0.0898547504,-1.3560403424,-2.1461139663
7674216181115,-0.3120845854,1.0655745268,1.1347097158,-0.4425686372,0.4517959126,0.5994742206,-0.4905549037,-0.1129144579,0.5271857381,-0.1242898256,-0.1461643989,-0.9657705537,-2.3008916306
